customer_id,product_id,journey_pattern,pattern_length_stages,duration_days,final_stage_reached,avg_campaign_opens,avg_campaign_clicks,conversion_flag_journey,avg_product_in_cart,pattern_year,success_rate_for_year
CUST0013,PROD034,Lead -> Consideration -> Awareness -> Service -> Purchase,5,41,Purchase,1.03,0.0,Yes,0.82,2024,0.63
CUST0013,PROD036,Lead -> Awareness -> Consideration -> Purchase -> Service,5,55,Service,1.03,1.03,Yes,0.82,2024,0.63
CUST0015,PROD012,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0015,PROD022,Lead -> Awareness,2,10,Awareness,1.0,0.0,No,0.0,2023,0.6
CUST0016,PROD004,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0016,PROD048,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0017,PROD009,Lead -> Awareness,2,8,Awareness,1.0,1.0,No,1.0,2023,0.6
CUST0017,PROD019,Lead -> Awareness,2,7,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0017,PROD025,Lead,1,0,Lead,1.03,1.03,No,0.0,2024,0.63
CUST0017,PROD028,Lead -> Awareness -> Consideration -> Purchase,4,38,Purchase,1.03,0.0,Yes,0.77,2024,0.63
CUST0017,PROD037,Lead -> Awareness,2,7,Awareness,1.03,1.03,No,1.03,2024,0.63
CUST0017,PROD040,Lead -> Awareness -> Consideration -> Purchase,4,32,Purchase,1.03,0.0,No,0.52,2024,0.63
CUST0018,PROD006,Lead -> Awareness,2,7,Awareness,1.0,1.0,No,0.5,2023,0.6
CUST0018,PROD019,Lead,1,0,Lead,0.0,0.0,No,0.0,2023,0.6
CUST0018,PROD040,Lead -> Awareness -> Consideration -> Purchase,4,42,Purchase,1.0,0.0,No,0.75,2023,0.6
CUST0019,PROD047,Lead -> Awareness -> Purchase -> Consideration,4,30,Consideration,1.03,1.03,Yes,0.52,2024,0.63
CUST0020,PROD003,Lead -> Awareness -> Consideration,3,23,Consideration,1.0,1.0,No,0.67,2023,0.6
CUST0020,PROD007,Lead -> Awareness -> Purchase -> Consideration,4,29,Consideration,1.0,1.0,No,0.75,2023,0.6
CUST0020,PROD010,Lead -> Awareness -> Consideration,3,22,Consideration,1.0,0.0,No,0.67,2023,0.6
CUST0020,PROD012,Lead -> Awareness -> Consideration -> Purchase -> Loyalty -> Service -> Advocacy,7,89,Advocacy,1.0,0.0,Yes,0.57,2023,0.6
CUST0020,PROD034,Lead -> Awareness -> Consideration,3,16,Consideration,1.0,0.0,No,0.67,2023,0.6
CUST0020,PROD036,Lead -> Awareness -> Consideration,3,15,Consideration,1.03,0.0,No,1.03,2024,0.63
CUST0020,PROD050,Lead -> Awareness -> Consideration,3,14,Consideration,1.03,1.03,No,0.69,2024,0.63
CUST0021,PROD004,Lead -> Awareness,2,5,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0021,PROD006,Lead,1,0,Lead,1.03,1.03,No,0.0,2024,0.63
CUST0021,PROD034,Lead -> Awareness,2,5,Awareness,0.0,0.0,No,0.5,2023,0.6
CUST0022,PROD014,Lead -> Consideration -> Awareness,3,13,Awareness,1.0,0.0,No,0.33,2023,0.6
CUST0022,PROD030,Lead -> Awareness -> Consideration -> Purchase,4,18,Purchase,1.03,1.03,No,0.52,2024,0.63
CUST0022,PROD034,Lead -> Awareness -> Consideration -> Purchase -> Loyalty -> Service,6,59,Service,1.0,0.0,Yes,0.83,2023,0.6
CUST0022,PROD038,Lead -> Awareness -> Consideration -> Purchase -> Service,5,32,Service,1.03,1.03,Yes,1.03,2024,0.63
CUST0022,PROD039,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0022,PROD040,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0023,PROD039,Lead -> Awareness -> Consideration,3,13,Consideration,1.03,0.0,No,0.0,2024,0.63
CUST0024,PROD013,Lead -> Awareness -> Purchase -> Consideration -> Advocacy -> Loyalty -> Service,7,60,Service,1.03,0.0,Yes,0.44,2024,0.63
CUST0025,PROD013,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0025,PROD024,Lead -> Awareness -> Consideration -> Purchase -> Service -> Loyalty,6,75,Loyalty,1.03,0.0,Yes,0.86,2024,0.63
CUST0026,PROD013,Lead -> Awareness -> Purchase -> Consideration,4,27,Consideration,0.0,0.0,Yes,0.26,2024,0.63
CUST0026,PROD014,Lead -> Awareness -> Consideration -> Purchase,4,45,Purchase,1.03,0.0,Yes,0.77,2024,0.63
CUST0026,PROD014,Lead -> Awareness -> Consideration,3,20,Consideration,1.0,1.0,No,1.0,2023,0.6
CUST0026,PROD024,Lead -> Awareness,2,4,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0026,PROD028,Lead -> Awareness -> Consideration -> Purchase -> Loyalty -> Service,6,60,Service,0.0,0.0,Yes,1.03,2024,0.63
CUST0026,PROD035,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0026,PROD041,Lead -> Awareness -> Consideration,3,25,Consideration,1.0,0.0,No,0.67,2023,0.6
CUST0027,PROD035,Lead -> Awareness,2,12,Awareness,0.0,0.0,No,0.5,2023,0.6
CUST0028,PROD017,Lead -> Awareness -> Consideration -> Purchase,4,35,Purchase,1.03,1.03,No,0.26,2024,0.63
CUST0029,PROD014,Lead -> Awareness -> Consideration -> Purchase,4,35,Purchase,0.0,0.0,Yes,0.77,2024,0.63
CUST0029,PROD025,Lead -> Awareness,2,10,Awareness,1.0,1.0,No,0.0,2023,0.6
CUST0030,PROD009,Lead -> Awareness -> Consideration -> Purchase -> Service,5,24,Service,1.03,0.0,Yes,0.41,2024,0.63
CUST0031,PROD010,Lead -> Awareness -> Consideration -> Purchase -> Service,5,60,Service,1.0,1.0,Yes,0.6,2023,0.6
CUST0031,PROD022,Lead -> Awareness,2,10,Awareness,1.03,1.03,No,0.52,2024,0.63
CUST0031,PROD024,Lead -> Awareness,2,5,Awareness,0.0,0.0,No,0.0,2024,0.63
CUST0032,PROD003,Lead -> Awareness -> Consideration -> Purchase -> Loyalty -> Service -> Advocacy,7,59,Advocacy,1.03,1.03,Yes,0.59,2024,0.63
CUST0032,PROD025,Lead -> Awareness -> Consideration -> Purchase,4,42,Purchase,1.0,1.0,Yes,0.75,2023,0.6
CUST0032,PROD029,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0032,PROD030,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0032,PROD032,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0033,PROD014,Lead -> Awareness -> Consideration,3,20,Consideration,1.0,1.0,No,0.67,2023,0.6
CUST0034,PROD003,Lead -> Awareness -> Consideration -> Purchase,4,39,Purchase,1.03,1.03,Yes,0.52,2024,0.63
CUST0035,PROD014,Lead,1,0,Lead,0.0,0.0,No,1.03,2024,0.63
CUST0035,PROD019,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0035,PROD021,Lead,1,0,Lead,0.0,0.0,No,1.0,2023,0.6
CUST0035,PROD022,Lead -> Awareness -> Consideration -> Purchase -> Service,5,51,Service,1.0,0.0,Yes,0.4,2023,0.6
CUST0035,PROD027,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0035,PROD033,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0035,PROD037,Lead -> Awareness,2,12,Awareness,1.0,0.0,No,0.0,2023,0.6
CUST0035,PROD046,Lead -> Awareness -> Consideration,3,25,Consideration,0.0,0.0,No,1.03,2024,0.63
CUST0036,PROD020,Lead -> Awareness -> Consideration -> Purchase,4,33,Purchase,0.0,0.0,Yes,0.26,2024,0.63
CUST0036,PROD033,Lead -> Awareness -> Consideration -> Purchase -> Service -> Loyalty,6,50,Loyalty,1.0,1.0,Yes,0.67,2023,0.6
CUST0036,PROD048,Lead -> Awareness -> Consideration -> Service -> Purchase,5,42,Purchase,1.0,1.0,Yes,0.4,2023,0.6
CUST0037,PROD011,Lead -> Awareness -> Consideration,3,18,Consideration,1.03,0.0,No,1.03,2024,0.63
CUST0037,PROD011,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0038,PROD006,Lead -> Awareness -> Consideration -> Purchase -> Service,5,48,Service,1.0,0.0,Yes,0.0,2023,0.6
CUST0038,PROD032,Lead -> Awareness -> Consideration,3,24,Consideration,1.0,0.0,No,0.67,2023,0.6
CUST0038,PROD044,Lead -> Awareness -> Consideration -> Service -> Purchase,5,33,Purchase,1.03,0.0,Yes,0.21,2024,0.63
CUST0039,PROD036,Lead -> Awareness -> Consideration -> Purchase,4,41,Purchase,0.0,0.0,Yes,0.77,2024,0.63
CUST0040,PROD001,Lead -> Awareness,2,8,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0040,PROD003,Lead -> Awareness -> Consideration,3,26,Consideration,0.0,0.0,No,1.03,2024,0.63
CUST0040,PROD009,Lead -> Awareness -> Consideration -> Service -> Loyalty -> Purchase -> Advocacy,7,71,Advocacy,1.0,0.0,Yes,0.57,2023,0.6
CUST0040,PROD024,Lead -> Awareness -> Consideration -> Purchase,4,29,Purchase,1.0,0.0,Yes,0.5,2023,0.6
CUST0040,PROD036,Lead -> Awareness -> Consideration,3,30,Consideration,0.0,0.0,No,0.0,2024,0.63
CUST0041,PROD001,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0041,PROD003,Lead -> Awareness,2,12,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0041,PROD009,Lead -> Awareness -> Consideration -> Purchase,4,38,Purchase,1.0,1.0,Yes,0.5,2023,0.6
CUST0042,PROD011,Lead -> Awareness,2,8,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0043,PROD048,Lead,1,0,Lead,1.03,0.0,No,0.0,2024,0.63
CUST0044,PROD005,Lead -> Awareness -> Consideration,3,23,Consideration,0.0,0.0,No,0.67,2023,0.6
CUST0044,PROD024,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0044,PROD033,Lead -> Awareness -> Consideration,3,16,Consideration,0.0,0.0,No,0.67,2023,0.6
CUST0044,PROD041,Lead -> Awareness -> Consideration -> Purchase,4,21,Purchase,1.0,1.0,Yes,0.75,2023,0.6
CUST0045,PROD006,Lead -> Consideration -> Awareness -> Purchase -> Service,5,51,Service,1.0,0.0,Yes,0.8,2023,0.6
CUST0045,PROD034,Lead -> Awareness -> Consideration -> Purchase -> Loyalty -> Service,6,52,Service,1.0,1.0,Yes,0.83,2023,0.6
CUST0046,PROD040,Lead -> Awareness -> Consideration -> Purchase,4,32,Purchase,1.03,1.03,Yes,0.52,2024,0.63
CUST0047,PROD014,Lead -> Awareness,2,10,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0047,PROD022,Lead -> Awareness,2,11,Awareness,1.03,0.0,No,1.03,2024,0.63
CUST0047,PROD028,Lead -> Awareness,2,14,Awareness,1.0,1.0,No,0.5,2023,0.6
CUST0047,PROD029,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0049,PROD047,Lead -> Awareness -> Consideration -> Purchase,4,36,Purchase,1.0,1.0,No,0.75,2023,0.6
CUST0049,PROD049,Lead -> Awareness -> Consideration,3,23,Consideration,1.0,0.0,No,0.67,2023,0.6
CUST0050,PROD002,Lead -> Awareness -> Consideration -> Purchase -> Service,5,51,Service,0.0,0.0,Yes,0.8,2023,0.6
CUST0052,PROD027,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0053,PROD006,Lead,1,0,Lead,0.0,0.0,No,0.0,2023,0.6
CUST0053,PROD008,Lead,1,0,Lead,1.03,1.03,No,0.0,2024,0.63
CUST0053,PROD017,Lead -> Awareness -> Consideration,3,17,Consideration,1.03,0.0,No,1.03,2024,0.63
CUST0053,PROD023,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0053,PROD024,Lead -> Awareness -> Consideration -> Purchase,4,29,Purchase,1.03,1.03,Yes,1.03,2024,0.63
CUST0054,PROD004,Lead -> Awareness,2,6,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0054,PROD010,Lead -> Awareness -> Consideration -> Purchase,4,35,Purchase,1.03,1.03,No,0.77,2024,0.63
CUST0055,PROD016,Lead -> Awareness -> Purchase -> Consideration -> Service -> Loyalty -> Advocacy,7,89,Advocacy,0.0,0.0,Yes,0.74,2024,0.63
CUST0055,PROD018,Lead -> Awareness -> Consideration,3,15,Consideration,1.03,1.03,No,1.03,2024,0.63
CUST0055,PROD023,Lead,1,0,Lead,0.0,0.0,No,1.03,2024,0.63
CUST0055,PROD042,Lead -> Awareness -> Consideration -> Purchase,4,30,Purchase,1.0,1.0,Yes,1.0,2023,0.6
CUST0056,PROD028,Lead,1,0,Lead,0.0,0.0,No,1.03,2024,0.63
CUST0056,PROD030,Lead -> Awareness -> Consideration,3,30,Consideration,1.03,1.03,No,0.69,2024,0.63
CUST0057,PROD001,Lead -> Awareness -> Consideration -> Service -> Purchase,5,36,Purchase,0.0,0.0,Yes,0.62,2024,0.63
CUST0057,PROD018,Lead -> Awareness,2,8,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0057,PROD024,Lead -> Awareness,2,14,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0057,PROD028,Lead -> Awareness -> Consideration,3,27,Consideration,1.03,0.0,No,0.69,2024,0.63
CUST0057,PROD030,Lead -> Awareness,2,5,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0058,PROD004,Lead -> Awareness -> Purchase -> Consideration -> Service,5,40,Service,1.0,0.0,Yes,0.6,2023,0.6
CUST0058,PROD007,Lead -> Awareness -> Service -> Consideration -> Purchase -> Loyalty,6,64,Loyalty,1.0,0.0,Yes,0.83,2023,0.6
CUST0058,PROD008,Lead,1,0,Lead,1.0,1.0,No,0.0,2023,0.6
CUST0058,PROD016,Lead -> Awareness,2,8,Awareness,1.0,1.0,No,0.5,2023,0.6
CUST0058,PROD035,Lead -> Awareness -> Consideration,3,29,Consideration,1.0,1.0,No,0.67,2023,0.6
CUST0059,PROD005,Lead -> Awareness -> Consideration -> Purchase,4,32,Purchase,1.03,0.0,No,0.77,2024,0.63
CUST0060,PROD010,Lead -> Awareness -> Purchase -> Consideration,4,25,Consideration,1.0,0.0,Yes,0.5,2023,0.6
CUST0060,PROD045,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0061,PROD005,Lead -> Awareness -> Consideration -> Purchase -> Service,5,60,Service,0.0,0.0,Yes,0.2,2023,0.6
CUST0061,PROD039,Lead -> Awareness -> Consideration -> Purchase,4,18,Purchase,1.0,0.0,No,0.5,2023,0.6
CUST0062,PROD025,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0064,PROD050,Lead -> Awareness -> Consideration -> Service -> Purchase,5,39,Purchase,1.03,1.03,Yes,0.82,2024,0.63
CUST0065,PROD007,Lead,1,0,Lead,1.03,0.0,No,0.0,2024,0.63
CUST0065,PROD013,Lead -> Awareness -> Consideration -> Purchase,4,45,Purchase,1.03,0.0,No,0.77,2024,0.63
CUST0065,PROD043,Lead -> Awareness -> Consideration -> Purchase -> Loyalty -> Service,6,59,Service,1.0,0.0,Yes,0.67,2023,0.6
CUST0066,PROD013,Lead -> Awareness -> Consideration -> Purchase,4,30,Purchase,1.0,1.0,No,0.75,2023,0.6
CUST0066,PROD024,Lead -> Awareness -> Consideration -> Service -> Purchase -> Loyalty,6,65,Loyalty,0.0,0.0,Yes,0.33,2023,0.6
CUST0066,PROD036,Lead -> Awareness -> Service -> Consideration -> Purchase -> Loyalty -> Advocacy,7,78,Advocacy,1.03,0.0,Yes,0.59,2024,0.63
CUST0066,PROD047,Lead -> Awareness,2,8,Awareness,0.0,0.0,No,0.52,2024,0.63
CUST0067,PROD001,Lead -> Consideration -> Awareness -> Service -> Purchase -> Loyalty,6,65,Loyalty,0.0,0.0,Yes,0.67,2023,0.6
CUST0067,PROD008,Lead -> Awareness -> Consideration -> Purchase,4,26,Purchase,1.03,1.03,No,0.77,2024,0.63
CUST0067,PROD047,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0068,PROD009,Lead -> Awareness -> Purchase -> Consideration,4,28,Consideration,1.0,0.0,No,0.75,2023,0.6
CUST0068,PROD024,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0068,PROD025,Lead -> Awareness -> Consideration -> Purchase,4,30,Purchase,1.0,1.0,Yes,0.5,2023,0.6
CUST0068,PROD035,Lead -> Awareness -> Purchase -> Consideration,4,26,Consideration,1.0,1.0,Yes,0.5,2023,0.6
CUST0068,PROD044,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0069,PROD009,Lead -> Awareness -> Consideration -> Purchase,4,21,Purchase,1.0,0.0,No,0.75,2023,0.6
CUST0069,PROD013,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0069,PROD026,Lead -> Awareness -> Consideration -> Purchase,4,29,Purchase,1.0,1.0,Yes,0.5,2023,0.6
CUST0069,PROD031,Lead -> Awareness -> Purchase -> Consideration,4,24,Consideration,1.0,0.0,Yes,0.25,2023,0.6
CUST0069,PROD041,Lead -> Awareness -> Consideration -> Service -> Purchase -> Loyalty,6,64,Loyalty,1.0,0.0,Yes,0.67,2023,0.6
CUST0069,PROD043,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0070,PROD001,Lead -> Awareness -> Consideration,3,19,Consideration,1.0,1.0,No,0.33,2023,0.6
CUST0070,PROD011,Lead -> Awareness,2,5,Awareness,1.03,1.03,No,0.52,2024,0.63
CUST0070,PROD023,Lead -> Awareness -> Consideration,3,25,Consideration,0.0,0.0,No,0.67,2023,0.6
CUST0070,PROD045,Lead -> Awareness -> Consideration -> Purchase,4,39,Purchase,1.03,1.03,No,0.77,2024,0.63
CUST0071,PROD001,Lead -> Awareness -> Consideration -> Purchase,4,41,Purchase,1.0,0.0,No,0.5,2023,0.6
CUST0071,PROD011,Lead -> Awareness -> Consideration,3,27,Consideration,1.0,1.0,No,1.0,2023,0.6
CUST0072,PROD015,Lead -> Awareness -> Consideration,3,24,Consideration,1.0,0.0,No,1.0,2023,0.6
CUST0072,PROD018,Lead -> Awareness -> Consideration -> Service -> Purchase -> Loyalty -> Advocacy,7,48,Advocacy,1.0,0.0,Yes,0.57,2023,0.6
CUST0074,PROD002,Lead -> Awareness,2,5,Awareness,0.0,0.0,No,0.52,2024,0.63
CUST0074,PROD013,Lead -> Awareness -> Consideration -> Purchase,4,42,Purchase,1.03,0.0,Yes,1.03,2024,0.63
CUST0074,PROD024,Lead -> Awareness,2,11,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0075,PROD027,Lead -> Awareness -> Consideration,3,20,Consideration,1.03,0.0,No,1.03,2024,0.63
CUST0076,PROD007,Lead -> Awareness -> Consideration -> Purchase,4,39,Purchase,1.0,0.0,No,0.75,2023,0.6
CUST0076,PROD025,Lead -> Awareness -> Consideration -> Purchase -> Service,5,28,Service,1.0,1.0,Yes,0.4,2023,0.6
CUST0076,PROD026,Lead -> Awareness,2,4,Awareness,1.03,1.03,No,0.0,2024,0.63
CUST0076,PROD026,Lead -> Awareness -> Service -> Consideration -> Purchase,5,45,Purchase,1.03,1.03,Yes,1.03,2024,0.63
CUST0076,PROD040,Lead,1,0,Lead,1.03,1.03,No,0.0,2024,0.63
CUST0078,PROD047,Lead -> Awareness -> Consideration -> Service -> Purchase,5,39,Purchase,1.03,1.03,Yes,0.82,2024,0.63
CUST0078,PROD050,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0079,PROD040,Lead -> Awareness -> Consideration -> Purchase,4,23,Purchase,0.0,0.0,Yes,0.52,2024,0.63
CUST0079,PROD041,Lead -> Awareness -> Consideration -> Service -> Loyalty -> Purchase,6,33,Purchase,1.0,1.0,Yes,0.67,2023,0.6
CUST0080,PROD026,Lead -> Awareness -> Purchase -> Consideration -> Service,5,60,Service,1.0,1.0,Yes,0.2,2023,0.6
CUST0081,PROD011,Lead -> Awareness,2,8,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0081,PROD023,Lead -> Consideration -> Awareness -> Purchase,4,42,Purchase,1.03,0.0,Yes,0.52,2024,0.63
CUST0081,PROD038,Lead -> Awareness,2,6,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0082,PROD033,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0083,PROD033,Lead -> Awareness,2,4,Awareness,1.0,1.0,No,1.0,2023,0.6
CUST0084,PROD015,Lead -> Awareness -> Consideration -> Service -> Purchase -> Loyalty -> Advocacy,7,77,Advocacy,1.03,0.0,Yes,0.88,2024,0.63
CUST0084,PROD030,Lead -> Awareness -> Consideration -> Purchase -> Service,5,48,Service,1.03,0.0,Yes,0.82,2024,0.63
CUST0084,PROD039,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0084,PROD046,Lead -> Awareness -> Consideration -> Purchase,4,38,Purchase,1.0,0.0,Yes,0.75,2023,0.6
CUST0085,PROD009,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0086,PROD033,Lead -> Awareness -> Consideration -> Purchase,4,29,Purchase,1.03,0.0,Yes,1.03,2024,0.63
CUST0087,PROD020,Lead -> Awareness -> Consideration,3,25,Consideration,0.0,0.0,No,1.0,2023,0.6
CUST0087,PROD031,Lead,1,0,Lead,0.0,0.0,No,1.0,2023,0.6
CUST0088,PROD022,Lead -> Awareness,2,5,Awareness,1.0,1.0,No,0.5,2023,0.6
CUST0089,PROD032,Lead,1,0,Lead,0.0,0.0,No,0.0,2023,0.6
CUST0089,PROD042,Lead -> Awareness -> Consideration -> Purchase -> Service -> Loyalty,6,30,Loyalty,1.03,0.0,Yes,0.86,2024,0.63
CUST0089,PROD047,Lead -> Awareness -> Consideration -> Purchase -> Service -> Loyalty -> Advocacy,7,60,Advocacy,1.03,0.0,Yes,0.74,2024,0.63
CUST0090,PROD008,Lead -> Awareness -> Consideration -> Purchase,4,32,Purchase,1.0,0.0,Yes,0.75,2023,0.6
CUST0090,PROD012,Lead -> Awareness -> Consideration -> Purchase,4,21,Purchase,1.0,1.0,No,0.75,2023,0.6
CUST0090,PROD015,Lead -> Awareness -> Consideration -> Purchase,4,24,Purchase,1.03,1.03,Yes,0.52,2024,0.63
CUST0091,PROD017,Lead -> Awareness,2,13,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0092,PROD001,Lead -> Awareness -> Consideration,3,26,Consideration,1.0,1.0,No,1.0,2023,0.6
CUST0092,PROD003,Lead -> Awareness,2,9,Awareness,1.03,1.03,No,1.03,2024,0.63
