journey_id,customer_id,product_id,product_name,product_category,channel_id,branch_id,latitude,longitude,social_media_platform,stage,stage_date,campaign_name,hashtags,campaign_open,campaign_click,conversion_flag,product_in_cart,offer_applied,offer_code,customer_age
faef34b7-4442-40a8-b8a4-714b2e0cf7cf,CUST0422,PROD022,Samsung QLED 65,Entertainment & Gaming,B2B,BR03,-1.377599,36.851364,Google,viewed,2024-03-16 16:17:00,HolidayTechSale,#techdeals #electronics #productlove,Yes,No,No,No,No Offer,NO_OFFER,24
faef34b7-4442-40a8-b8a4-714b2e0cf7cf,CUST0422,PROD022,Samsung QLED 65,Entertainment & Gaming,B2B,BR03,-1.377599,36.851364,Google,clicked,2024-03-28 10:23:00,HolidayTechSale,#techdeals #electronics #productlove,Yes,No,No,No,No Offer,NO_OFFER,24
bc414408-2285-4f6c-8475-c56e2e8b585a,CUST0542,PROD037,Marshall Acton,Entertainment & Gaming,B2B,BR07,-0.093262,34.758596,YouTube,sent,2023-08-23 08:35:00,HolidayTechSale,#unboxing #innovate #electronics,Yes,No,No,No,No Offer,NO_OFFER,72
bc414408-2285-4f6c-8475-c56e2e8b585a,CUST0542,PROD037,Marshall Acton,Entertainment & Gaming,B2B,BR07,-0.093262,34.758596,YouTube,viewed,2023-09-05 00:42:00,HolidayTechSale,#unboxing #innovate #electronics,Yes,No,No,No,No Offer,NO_OFFER,72
1430ae49-63e1-4e21-9089-f3d53988753b,CUST0218,PROD040,Google Nest Hub,Smart Home & Appliances,Online,BR01,0.504831,35.263777,YouTube,sent,2023-10-08 09:15:00,SpringSavings,#productlove #techdeals #unboxing,Yes,No,No,No,No Offer,NO_OFFER,55
3a34cae9-ad64-4895-a3b6-7bb619e280b6,CUST0579,PROD008,JBL Flip 6,Entertainment & Gaming,Online,BR01,0.504831,35.263777,Instagram,sent,2023-12-16 09:20:00,BackToSchoolTech,#smartlife #productlove,Yes,No,No,No,No Offer,NO_OFFER,65
3a34cae9-ad64-4895-a3b6-7bb619e280b6,CUST0579,PROD008,JBL Flip 6,Entertainment & Gaming,Online,BR01,0.504831,35.263777,Instagram,viewed,2023-12-28 11:11:00,BackToSchoolTech,#smartlife #productlove,Yes,No,No,No,No Offer,NO_OFFER,65
3a34cae9-ad64-4895-a3b6-7bb619e280b6,CUST0579,PROD008,JBL Flip 6,Entertainment & Gaming,Online,BR01,0.504831,35.263777,Instagram,clicked,2023-12-30 03:55:00,BackToSchoolTech,#smartlife #productlove,Yes,No,No,No,No Offer,NO_OFFER,65
b3cfff2d-80d9-47e6-841c-aa6535e7a47d,CUST0647,PROD013,Microsoft Surface,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,sent,2023-08-05 16:15:00,BackToSchoolTech,#smartlife #electronics #newtech,Yes,No,No,No,No Offer,NO_OFFER,64
b3cfff2d-80d9-47e6-841c-aa6535e7a47d,CUST0647,PROD013,Microsoft Surface,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,viewed,2023-08-10 03:42:00,BackToSchoolTech,#smartlife #electronics #newtech,Yes,No,No,No,No Offer,NO_OFFER,64
d64e69fc-6261-4f9b-adfd-7922c6083666,CUST0099,PROD045,Eufy Security,Smart Home & Appliances,Online,BR01,0.504831,35.263777,Google,sent,2024-02-27 07:07:00,WorkFromHomeEssentials,#techdeals #smartlife,Yes,No,No,No,No Offer,NO_OFFER,26
4c086c92-a56e-402e-867e-5c8aa57ab366,CUST0189,PROD005,HP Pavilion,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,sent,2023-06-03 01:41:00,BackToSchoolTech,#productlove #unboxing,Yes,No,No,No,No Offer,NO_OFFER,73
4c086c92-a56e-402e-867e-5c8aa57ab366,CUST0189,PROD005,HP Pavilion,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,viewed,2023-06-14 18:09:00,BackToSchoolTech,#productlove #unboxing,Yes,No,No,No,No Offer,NO_OFFER,73
4c086c92-a56e-402e-867e-5c8aa57ab366,CUST0189,PROD005,HP Pavilion,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,clicked,2023-06-15 04:59:00,BackToSchoolTech,#productlove #unboxing,Yes,No,No,No,No Offer,NO_OFFER,73
4c086c92-a56e-402e-867e-5c8aa57ab366,CUST0189,PROD005,HP Pavilion,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,addedtpcart,2023-07-18 20:39:00,BackToSchoolTech,#productlove #unboxing,Yes,Yes,No,No,No Offer,NO_OFFER,73
4c086c92-a56e-402e-867e-5c8aa57ab366,CUST0189,PROD005,HP Pavilion,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,purchased,2023-06-23 18:11:00,BackToSchoolTech,#productlove #unboxing,Yes,Yes,No,Yes,No Offer,NO_OFFER,73
6774b220-49a9-4931-8b71-7822e3ed7070,CUST0695,PROD005,HP Pavilion,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,sent,2024-06-19 11:12:00,BackToSchoolTech,#electronics #unboxing,Yes,No,No,No,No Offer,NO_OFFER,57
2a480e65-219d-409f-8706-6a7dca9ae9d5,CUST0076,PROD007,AirPods Pro,Wearables & Accessories,Online,BR01,0.504831,35.263777,YouTube,sent,2023-06-02 00:15:00,BackToSchoolTech,#techdeals #productlove,Yes,No,No,No,No Offer,NO_OFFER,53
2a480e65-219d-409f-8706-6a7dca9ae9d5,CUST0076,PROD007,AirPods Pro,Wearables & Accessories,Online,BR01,0.504831,35.263777,YouTube,viewed,2023-06-17 03:50:00,BackToSchoolTech,#techdeals #productlove,Yes,No,No,No,No Offer,NO_OFFER,53
2a480e65-219d-409f-8706-6a7dca9ae9d5,CUST0076,PROD007,AirPods Pro,Wearables & Accessories,Online,BR01,0.504831,35.263777,YouTube,clicked,2023-06-22 02:12:00,BackToSchoolTech,#techdeals #productlove,Yes,No,No,No,No Offer,NO_OFFER,53
2a480e65-219d-409f-8706-6a7dca9ae9d5,CUST0076,PROD007,AirPods Pro,Wearables & Accessories,Online,BR01,0.504831,35.263777,YouTube,addedtpcart,2023-07-02 21:56:00,BackToSchoolTech,#techdeals #productlove,Yes,Yes,No,Yes,"Buy a smartwatch, get an extra strap free",WATCHSTRAP,53
dc9f0d94-78ae-4b54-962a-48e5cd5a521a,CUST0226,PROD017,Samsung Galaxy Watch,Wearables & Accessories,In-Store,BR04,-0.295256,35.287839,Twitter,sent,2024-02-18 23:27:00,GamingGearLaunch,#unboxing #gadgetreview #innovate,Yes,No,No,No,No Offer,NO_OFFER,41
dc9f0d94-78ae-4b54-962a-48e5cd5a521a,CUST0226,PROD017,Samsung Galaxy Watch,Wearables & Accessories,In-Store,BR04,-0.295256,35.287839,Twitter,viewed,2024-02-23 09:06:00,GamingGearLaunch,#unboxing #gadgetreview #innovate,Yes,No,No,No,No Offer,NO_OFFER,41
dc9f0d94-78ae-4b54-962a-48e5cd5a521a,CUST0226,PROD017,Samsung Galaxy Watch,Wearables & Accessories,In-Store,BR04,-0.295256,35.287839,Twitter,clicked,2024-02-28 07:28:00,GamingGearLaunch,#unboxing #gadgetreview #innovate,Yes,No,No,No,No Offer,NO_OFFER,41
dc9f0d94-78ae-4b54-962a-48e5cd5a521a,CUST0226,PROD017,Samsung Galaxy Watch,Wearables & Accessories,In-Store,BR04,-0.295256,35.287839,Twitter,addedtpcart,2024-03-16 01:35:00,GamingGearLaunch,#unboxing #gadgetreview #innovate,Yes,Yes,No,No,No Offer,NO_OFFER,41
980c94d1-1b7c-4784-909c-092291efb49f,CUST0439,PROD050,Razer DeathAdder,Mobile & Computing,In-Store,BR08,-0.679891,34.563285,TikTok,sent,2023-02-20 17:45:00,HolidayTechSale,#unboxing #electronics #newtech,Yes,No,No,No,No Offer,NO_OFFER,66
15758bc6-1861-4244-9b2a-a198b6ca57a9,CUST0279,PROD020,OnePlus Watch,Wearables & Accessories,Online,BR01,0.504831,35.263777,Facebook,sent,2023-08-15 11:10:00,WorkFromHomeEssentials,#newtech #electronics #techdeals,Yes,No,No,No,No Offer,NO_OFFER,67
15758bc6-1861-4244-9b2a-a198b6ca57a9,CUST0279,PROD020,OnePlus Watch,Wearables & Accessories,Online,BR01,0.504831,35.263777,Facebook,viewed,2023-08-28 14:53:00,WorkFromHomeEssentials,#newtech #electronics #techdeals,Yes,No,No,No,No Offer,NO_OFFER,67
15758bc6-1861-4244-9b2a-a198b6ca57a9,CUST0279,PROD020,OnePlus Watch,Wearables & Accessories,Online,BR01,0.504831,35.263777,Facebook,clicked,2023-09-14 03:17:00,WorkFromHomeEssentials,#newtech #electronics #techdeals,Yes,No,No,No,No Offer,NO_OFFER,67
114c7562-07c4-4a1e-a5d4-5d2d95be69a3,CUST0075,PROD043,Nest Cam,Smart Home & Appliances,Online,BR01,0.504831,35.263777,YouTube,sent,2023-08-02 18:05:00,GamingGearLaunch,#unboxing #productlove,Yes,No,No,No,No Offer,NO_OFFER,31
114c7562-07c4-4a1e-a5d4-5d2d95be69a3,CUST0075,PROD043,Nest Cam,Smart Home & Appliances,Online,BR01,0.504831,35.263777,YouTube,viewed,2023-08-09 13:35:00,GamingGearLaunch,#unboxing #productlove,Yes,No,No,No,No Offer,NO_OFFER,31
114c7562-07c4-4a1e-a5d4-5d2d95be69a3,CUST0075,PROD043,Nest Cam,Smart Home & Appliances,Online,BR01,0.504831,35.263777,YouTube,clicked,2023-08-14 12:40:00,GamingGearLaunch,#unboxing #productlove,Yes,No,No,No,No Offer,NO_OFFER,31
44427596-19f0-429c-93e0-b48aa68b1dcf,CUST0076,PROD003,MacBook Air M3,Mobile & Computing,Online,BR01,0.504831,35.263777,YouTube,sent,2023-02-11 18:50:00,WorkFromHomeEssentials,#newtech #techdeals #innovate,Yes,No,No,No,No Offer,NO_OFFER,53
bea2f872-7291-4568-86a7-3a2552b47b40,CUST0606,PROD028,Nintendo Switch,Entertainment & Gaming,Online,BR01,0.504831,35.263777,Google,sent,2024-08-19 11:09:00,SpringSavings,#newtech #productlove #smartlife,Yes,No,No,No,No Offer,NO_OFFER,41
3fb567c3-bead-4291-9c87-8cb18e82cc62,CUST0231,PROD003,MacBook Air M3,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,sent,2023-07-25 13:38:00,GamingGearLaunch,#smartlife #unboxing,Yes,No,No,No,No Offer,NO_OFFER,67
3fb567c3-bead-4291-9c87-8cb18e82cc62,CUST0231,PROD003,MacBook Air M3,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,viewed,2023-08-05 13:58:00,GamingGearLaunch,#smartlife #unboxing,Yes,No,No,No,No Offer,NO_OFFER,67
3fb567c3-bead-4291-9c87-8cb18e82cc62,CUST0231,PROD003,MacBook Air M3,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,clicked,2023-08-14 15:12:00,GamingGearLaunch,#smartlife #unboxing,Yes,No,No,No,No Offer,NO_OFFER,67
3fb567c3-bead-4291-9c87-8cb18e82cc62,CUST0231,PROD003,MacBook Air M3,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,addedtpcart,2023-08-27 04:14:00,GamingGearLaunch,#smartlife #unboxing,Yes,Yes,No,Yes,Flat 10% off on any electronics purchase,ELEC10,67
9025e8ef-874f-49ae-b131-0874c6529dcc,CUST0406,PROD034,Instant Pot Duo,Smart Home & Appliances,Online,BR01,0.504831,35.263777,Facebook,sent,2023-06-23 01:37:00,GamingGearLaunch,#innovate #gadgetreview,Yes,No,No,No,No Offer,NO_OFFER,43
5691b3b7-bf1d-44ca-81ff-5327ef74be6b,CUST0969,PROD015,Lenovo ThinkPad,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,sent,2023-09-21 13:17:00,SpringSavings,#unboxing #smartlife,Yes,No,No,No,No Offer,NO_OFFER,75
d22a675b-75cb-40a3-9e63-e0591b91b720,CUST0092,PROD035,KitchenAid Mixer,Smart Home & Appliances,Online,BR01,0.504831,35.263777,Google,sent,2023-05-08 20:53:00,WorkFromHomeEssentials,#productlove #electronics,Yes,No,No,No,No Offer,NO_OFFER,21
fad08196-ea80-4bc1-b536-0f29b0465223,CUST0693,PROD042,Arlo Pro 4,Smart Home & Appliances,B2B,BR10,-4.038771,39.671734,Google,sent,2024-02-02 21:00:00,HolidayTechSale,#smartlife #productlove,Yes,No,No,No,No Offer,NO_OFFER,56
fad08196-ea80-4bc1-b536-0f29b0465223,CUST0693,PROD042,Arlo Pro 4,Smart Home & Appliances,B2B,BR10,-4.038771,39.671734,Google,viewed,2024-02-15 14:10:00,HolidayTechSale,#smartlife #productlove,Yes,No,No,No,No Offer,NO_OFFER,56
fad08196-ea80-4bc1-b536-0f29b0465223,CUST0693,PROD042,Arlo Pro 4,Smart Home & Appliances,B2B,BR10,-4.038771,39.671734,Google,clicked,2024-02-16 08:50:00,HolidayTechSale,#smartlife #productlove,Yes,Yes,No,No,No Offer,NO_OFFER,56
51cbbe6b-c6e4-48b1-8a32-7035e3570872,CUST0589,PROD038,Sonos One,Entertainment & Gaming,Online,BR01,0.504831,35.263777,TikTok,sent,2023-02-18 20:14:00,WorkFromHomeEssentials,#smartlife #productlove,Yes,No,No,No,No Offer,NO_OFFER,61
f9976abd-c31a-4e15-8e17-916e2b56c686,CUST0669,PROD012,Samsung Tab S9,Mobile & Computing,In-Store,BR05,-3.211311,40.10683,Google,sent,2023-12-09 22:18:00,HolidayTechSale,#gadgetreview #productlove,Yes,No,No,No,No Offer,NO_OFFER,27
f9976abd-c31a-4e15-8e17-916e2b56c686,CUST0669,PROD012,Samsung Tab S9,Mobile & Computing,In-Store,BR05,-3.211311,40.10683,Google,viewed,2023-12-17 01:05:00,HolidayTechSale,#gadgetreview #productlove,Yes,No,No,No,No Offer,NO_OFFER,27
f9976abd-c31a-4e15-8e17-916e2b56c686,CUST0669,PROD012,Samsung Tab S9,Mobile & Computing,In-Store,BR05,-3.211311,40.10683,Google,clicked,2024-01-06 19:55:00,HolidayTechSale,#gadgetreview #productlove,Yes,No,No,No,No Offer,NO_OFFER,27
f9976abd-c31a-4e15-8e17-916e2b56c686,CUST0669,PROD012,Samsung Tab S9,Mobile & Computing,In-Store,BR05,-3.211311,40.10683,Google,addedtpcart,2023-12-24 13:20:00,HolidayTechSale,#gadgetreview #productlove,Yes,Yes,No,Yes,Bundle a tablet with a keyboard cover and get 20% off accessories,TABBUNDLE,27
f8063da4-25da-49b5-9ded-37042be0442f,CUST0349,PROD036,Bose SoundLink,Entertainment & Gaming,Online,BR01,0.504831,35.263777,TikTok,sent,2023-02-11 07:01:00,BackToSchoolTech,#techdeals #smartlife #electronics,Yes,No,No,No,No Offer,NO_OFFER,50
f8063da4-25da-49b5-9ded-37042be0442f,CUST0349,PROD036,Bose SoundLink,Entertainment & Gaming,Online,BR01,0.504831,35.263777,TikTok,viewed,2023-02-21 11:37:00,BackToSchoolTech,#techdeals #smartlife #electronics,Yes,No,No,No,No Offer,NO_OFFER,50
f8063da4-25da-49b5-9ded-37042be0442f,CUST0349,PROD036,Bose SoundLink,Entertainment & Gaming,Online,BR01,0.504831,35.263777,TikTok,clicked,2023-02-23 19:18:00,BackToSchoolTech,#techdeals #smartlife #electronics,Yes,No,No,No,No Offer,NO_OFFER,50
515cec47-a4c0-41ad-83df-3d010d4fa754,CUST0930,PROD027,Xbox Series X,Entertainment & Gaming,Online,BR01,0.504831,35.263777,Facebook,sent,2023-02-27 16:22:00,SpringSavings,#newtech #unboxing,Yes,No,No,No,No Offer,NO_OFFER,44
515cec47-a4c0-41ad-83df-3d010d4fa754,CUST0930,PROD027,Xbox Series X,Entertainment & Gaming,Online,BR01,0.504831,35.263777,Facebook,viewed,2023-03-12 19:58:00,SpringSavings,#newtech #unboxing,Yes,No,No,No,No Offer,NO_OFFER,44
ac389edc-714d-446d-aff9-475ef33dcf37,CUST0700,PROD005,HP Pavilion,Mobile & Computing,Online,BR01,0.504831,35.263777,Google,sent,2024-03-07 07:48:00,WorkFromHomeEssentials,#innovate #newtech,Yes,No,No,No,No Offer,NO_OFFER,51
ac389edc-714d-446d-aff9-475ef33dcf37,CUST0700,PROD005,HP Pavilion,Mobile & Computing,Online,BR01,0.504831,35.263777,Google,viewed,2024-03-20 03:49:00,WorkFromHomeEssentials,#innovate #newtech,Yes,No,No,No,No Offer,NO_OFFER,51
1b8da051-3588-4470-862f-fda024a29e8c,CUST0481,PROD049,Logitech MX Master,Mobile & Computing,B2B,BR10,-4.038771,39.671734,Twitter,sent,2024-05-22 03:25:00,WorkFromHomeEssentials,#innovate #unboxing #newtech,Yes,No,No,No,No Offer,NO_OFFER,45
9a77c991-e523-46cf-b533-3d08898fad0e,CUST0786,PROD048,Belkin Wireless Charger,Mobile & Computing,Online,BR01,0.504831,35.263777,Instagram,sent,2024-07-26 12:24:00,BackToSchoolTech,#gadgetreview #unboxing #productlove,Yes,No,No,No,No Offer,NO_OFFER,54
9a77c991-e523-46cf-b533-3d08898fad0e,CUST0786,PROD048,Belkin Wireless Charger,Mobile & Computing,Online,BR01,0.504831,35.263777,Instagram,viewed,2024-08-02 13:11:00,BackToSchoolTech,#gadgetreview #unboxing #productlove,Yes,No,No,No,No Offer,NO_OFFER,54
4170cc3b-2a44-46d8-bba8-d86506ead1b3,CUST0195,PROD019,Garmin Venu 3,Wearables & Accessories,Online,BR01,0.504831,35.263777,Twitter,sent,2023-10-16 04:49:00,BackToSchoolTech,#smartlife #innovate #newtech,Yes,No,No,No,No Offer,NO_OFFER,68
4170cc3b-2a44-46d8-bba8-d86506ead1b3,CUST0195,PROD019,Garmin Venu 3,Wearables & Accessories,Online,BR01,0.504831,35.263777,Twitter,viewed,2023-10-22 02:43:00,BackToSchoolTech,#smartlife #innovate #newtech,Yes,No,No,No,No Offer,NO_OFFER,68
4170cc3b-2a44-46d8-bba8-d86506ead1b3,CUST0195,PROD019,Garmin Venu 3,Wearables & Accessories,Online,BR01,0.504831,35.263777,Twitter,clicked,2023-10-28 15:53:00,BackToSchoolTech,#smartlife #innovate #newtech,Yes,No,No,No,No Offer,NO_OFFER,68
4170cc3b-2a44-46d8-bba8-d86506ead1b3,CUST0195,PROD019,Garmin Venu 3,Wearables & Accessories,Online,BR01,0.504831,35.263777,Twitter,addedtpcart,2023-11-15 18:45:00,BackToSchoolTech,#smartlife #innovate #newtech,Yes,Yes,No,Yes,Free expedited shipping on all orders over KES10000,FREESHIP10K,68
4170cc3b-2a44-46d8-bba8-d86506ead1b3,CUST0195,PROD019,Garmin Venu 3,Wearables & Accessories,Online,BR01,0.504831,35.263777,Twitter,purchased,2023-11-29 21:00:00,BackToSchoolTech,#smartlife #innovate #newtech,Yes,Yes,Yes,Yes,Health tech special: 15% off any fitness tracker,FITNESS15,68
4ca37bc6-9152-4514-b640-cffe9fec80c4,CUST0297,PROD002,Samsung Galaxy S24,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,sent,2023-12-25 11:03:00,BackToSchoolTech,#techdeals #productlove,Yes,No,No,No,No Offer,NO_OFFER,64
4ca37bc6-9152-4514-b640-cffe9fec80c4,CUST0297,PROD002,Samsung Galaxy S24,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,viewed,2024-01-05 08:49:00,BackToSchoolTech,#techdeals #productlove,Yes,No,No,No,No Offer,NO_OFFER,64
4ca37bc6-9152-4514-b640-cffe9fec80c4,CUST0297,PROD002,Samsung Galaxy S24,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,clicked,2024-01-08 06:43:00,BackToSchoolTech,#techdeals #productlove,Yes,No,No,No,No Offer,NO_OFFER,64
4ca37bc6-9152-4514-b640-cffe9fec80c4,CUST0297,PROD002,Samsung Galaxy S24,Mobile & Computing,Online,BR01,0.504831,35.263777,Twitter,addedtpcart,2024-01-27 03:55:00,BackToSchoolTech,#techdeals #productlove,Yes,Yes,No,Yes,No Offer,NO_OFFER,64
272ce673-c512-4900-a140-0f095f702b5c,CUST0382,PROD032,Roomba i7+,Smart Home & Appliances,Online,BR01,0.504831,35.263777,Facebook,sent,2024-06-13 02:04:00,SpringSavings,#newtech #unboxing #techdeals,Yes,No,No,No,No Offer,NO_OFFER,62
6dfcbd54-2daa-4b09-882b-7e527ae8448b,CUST0094,PROD046,Tesla Model Y Charger,Smart Home & Appliances,B2B,BR10,-4.038771,39.671734,YouTube,sent,2024-02-26 19:33:00,GamingGearLaunch,#newtech #gadgetreview #techdeals #electronics,Yes,No,No,No,No Offer,NO_OFFER,46
6dfcbd54-2daa-4b09-882b-7e527ae8448b,CUST0094,PROD046,Tesla Model Y Charger,Smart Home & Appliances,B2B,BR10,-4.038771,39.671734,YouTube,viewed,2024-03-11 00:36:00,GamingGearLaunch,#newtech #gadgetreview #techdeals #electronics,Yes,No,No,No,No Offer,NO_OFFER,46
eefdff88-d8c3-4aab-844b-b83b6a2a7156,CUST0614,PROD023,Sony Bravia 43,Entertainment & Gaming,Online,BR01,0.504831,35.263777,Instagram,sent,2023-03-20 22:10:00,WorkFromHomeEssentials,#techdeals #electronics,Yes,No,No,No,No Offer,NO_OFFER,47
eefdff88-d8c3-4aab-844b-b83b6a2a7156,CUST0614,PROD023,Sony Bravia 43,Entertainment & Gaming,Online,BR01,0.504831,35.263777,Instagram,viewed,2023-04-01 14:10:00,WorkFromHomeEssentials,#techdeals #electronics,Yes,No,No,No,No Offer,NO_OFFER,47
eefdff88-d8c3-4aab-844b-b83b6a2a7156,CUST0614,PROD023,Sony Bravia 43,Entertainment & Gaming,Online,BR01,0.504831,35.263777,Instagram,clicked,2023-04-11 07:54:00,WorkFromHomeEssentials,#techdeals #electronics,Yes,No,No,No,No Offer,NO_OFFER,47
11ae26e5-b518-46fd-a8f2-ce1f21615d26,CUST0293,PROD023,Sony Bravia 43,Entertainment & Gaming,Online,BR01,0.504831,35.263777,Twitter,sent,2023-08-24 09:44:00,HolidayTechSale,#techdeals #productlove,Yes,No,No,No,No Offer,NO_OFFER,44
52a51c0f-f9f5-4786-b41f-a8e6af59fb45,CUST0943,PROD007,AirPods Pro,Wearables & Accessories,Online,BR01,0.504831,35.263777,Instagram,sent,2024-01-25 09:27:00,GamingGearLaunch,#techdeals #newtech #smartlife,Yes,No,No,No,No Offer,NO_OFFER,66
52a51c0f-f9f5-4786-b41f-a8e6af59fb45,CUST0943,PROD007,AirPods Pro,Wearables & Accessories,Online,BR01,0.504831,35.263777,Instagram,viewed,2024-02-06 23:03:00,GamingGearLaunch,#techdeals #newtech #smartlife,Yes,No,No,No,No Offer,NO_OFFER,66
52a51c0f-f9f5-4786-b41f-a8e6af59fb45,CUST0943,PROD007,AirPods Pro,Wearables & Accessories,Online,BR01,0.504831,35.263777,Instagram,clicked,2024-02-20 08:45:00,GamingGearLaunch,#techdeals #newtech #smartlife,Yes,Yes,No,No,No Offer,NO_OFFER,66
52a51c0f-f9f5-4786-b41f-a8e6af59fb45,CUST0943,PROD007,AirPods Pro,Wearables & Accessories,Online,BR01,0.504831,35.263777,Instagram,addedtpcart,2024-02-21 07:31:00,GamingGearLaunch,#techdeals #newtech #smartlife,Yes,Yes,No,Yes,No Offer,NO_OFFER,66
cf42c354-5e5b-4e68-bd16-0f62c6bf5d0c,CUST0937,PROD031,Dyson V15 Detect,Smart Home & Appliances,In-Store,BR10,-4.038771,39.671734,YouTube,sent,2023-03-12 22:16:00,SpringSavings,#smartlife #innovate #techdeals,Yes,No,No,No,No Offer,NO_OFFER,58
8336852f-1d25-475e-8947-665e13c9c375,CUST0481,PROD041,Ring Video Doorbell,Smart Home & Appliances,Online,BR01,0.504831,35.263777,Facebook,sent,2023-10-24 07:49:00,GamingGearLaunch,#innovate #electronics #smartlife #newtech,Yes,No,No,No,No Offer,NO_OFFER,45
8336852f-1d25-475e-8947-665e13c9c375,CUST0481,PROD041,Ring Video Doorbell,Smart Home & Appliances,Online,BR01,0.504831,35.263777,Facebook,viewed,2023-10-30 16:57:00,GamingGearLaunch,#innovate #electronics #smartlife #newtech,Yes,No,No,No,No Offer,NO_OFFER,45
8336852f-1d25-475e-8947-665e13c9c375,CUST0481,PROD041,Ring Video Doorbell,Smart Home & Appliances,Online,BR01,0.504831,35.263777,Facebook,clicked,2023-11-15 22:52:00,GamingGearLaunch,#innovate #electronics #smartlife #newtech,Yes,No,No,No,No Offer,NO_OFFER,45
8336852f-1d25-475e-8947-665e13c9c375,CUST0481,PROD041,Ring Video Doorbell,Smart Home & Appliances,Online,BR01,0.504831,35.263777,Facebook,addedtpcart,2023-11-11 14:32:00,GamingGearLaunch,#innovate #electronics #smartlife #newtech,Yes,Yes,No,No,No Offer,NO_OFFER,45
