transaction_id,transaction_line_id,customer_id,product_id,product_name,product_category,branch_id,staff_id,channel_id,transaction_date,quantity,unit_price,discount_applied,payment_mode,voucher_redeemed_flag,is_upsell,is_returned,grand_total,net_price,month,customer_age,target_multiplier,latitude,longitude,is_churned
ece44da0-6425-4814-bba6-d3a8d010b3f8,ece44da0-2,CUST0769,PROD038,Sonos One,Entertainment & Gaming,BR01,STF01,Online,2025-04-14 18:03:38,1,38372.09,0.0,Card,Yes,No,Yes,38372.09,38372.09,4,45,1.1448,-1.289311,36.8124,0
ece44da0-6425-4814-bba6-d3a8d010b3f8,ece44da0-3,CUST0769,PROD030,Asus ROG Ally,Entertainment & Gaming,BR01,STF01,Online,2025-04-14 18:03:38,1,162926.81,0.0,Card,Yes,No,No,162926.81,162926.81,4,45,1.1448,-1.289311,36.8124,0
08621b66-4521-4c76-9852-642dc1a30dc4,08621b66-1,CUST0905,PROD024,TCL 4K Smart TV,Entertainment & Gaming,BR07,STF07,B2B,2023-12-26 20:35:42,1,63831.65,0.0,Card,Yes,No,No,63831.65,63831.65,12,20,1.07,-0.295256,35.287839,0
08621b66-4521-4c76-9852-642dc1a30dc4,08621b66-2,CUST0905,PROD011,iPad Pro 12.9,Mobile & Computing,BR07,STF07,B2B,2023-12-26 20:35:42,5,154684.98,0.0,Card,Yes,No,No,773424.9,154684.98,12,20,1.07,-0.295256,35.287839,0
08621b66-4521-4c76-9852-642dc1a30dc4,08621b66-3,CUST0905,PROD012,Samsung Tab S9,Mobile & Computing,BR07,STF07,B2B,2023-12-26 20:35:42,1,161495.42,0.0,Card,Yes,No,No,161495.42,161495.42,12,20,1.07,-0.295256,35.287839,0
08621b66-4521-4c76-9852-642dc1a30dc4,08621b66-4,CUST0905,PROD036,Bose SoundLink,Entertainment & Gaming,BR07,STF07,B2B,2023-12-26 20:35:42,3,54251.12,8137.67,Card,Yes,No,No,154615.69,51538.56333333333,12,20,1.07,-0.295256,35.287839,0
08621b66-4521-4c76-9852-642dc1a30dc4,08621b66-5,CUST0905,PROD016,Apple Watch Series 9,Wearables & Accessories,BR07,STF07,B2B,2023-12-26 20:35:42,3,61391.97,0.0,Card,Yes,No,No,184175.91,61391.97,12,20,1.07,-0.295256,35.287839,0
d89cd72e-cbe8-42e4-b404-44b8e2d434bb,d89cd72e-1,CUST0843,PROD015,Lenovo ThinkPad,Mobile & Computing,BR03,STF03,In-Store,2025-05-09 11:13:08,2,100985.75,20197.15,Card,No,No,No,181774.35,90887.175,5,40,1.1872000000000003,-0.093262,34.758596,0
d89cd72e-cbe8-42e4-b404-44b8e2d434bb,d89cd72e-2,CUST0843,PROD031,Dyson V15 Detect,Smart Home & Appliances,BR03,STF03,In-Store,2025-05-09 11:13:08,1,162900.3,3258.01,Card,No,No,No,159642.28999999998,159642.28999999998,5,40,1.1872000000000003,-0.093262,34.758596,0
d89cd72e-cbe8-42e4-b404-44b8e2d434bb,d89cd72e-3,CUST0843,PROD035,KitchenAid Mixer,Smart Home & Appliances,BR03,STF03,In-Store,2025-05-09 11:13:08,2,67835.43,0.0,Card,No,No,No,135670.86,67835.43,5,40,1.1872000000000003,-0.093262,34.758596,0
d89cd72e-cbe8-42e4-b404-44b8e2d434bb,d89cd72e-4,CUST0843,PROD008,JBL Flip 6,Entertainment & Gaming,BR03,STF03,In-Store,2025-05-09 11:13:08,1,15052.36,752.62,Card,No,No,Yes,14299.74,14299.74,5,40,1.1872000000000003,-0.093262,34.758596,0
d89cd72e-cbe8-42e4-b404-44b8e2d434bb,d89cd72e-5,CUST0843,PROD005,HP Pavilion,Mobile & Computing,BR03,STF03,In-Store,2025-05-09 11:13:08,1,107942.02,5397.1,Card,No,No,No,102544.92,102544.92,5,40,1.1872000000000003,-0.093262,34.758596,0
e57bdeaa-0180-4d6e-85e1-84143e0c3512,e57bdeaa-1,CUST0861,PROD049,Logitech MX Master,Mobile & Computing,BR08,STF08,B2B,2023-10-17 19:06:14,2,13810.8,0.0,BNPL,No,No,No,27621.6,13810.8,10,42,1.04,-0.496227,35.272007,0
e57bdeaa-0180-4d6e-85e1-84143e0c3512,e57bdeaa-2,CUST0861,PROD030,Asus ROG Ally,Entertainment & Gaming,BR08,STF08,B2B,2023-10-17 19:06:14,3,148115.28,0.0,BNPL,No,No,No,444345.83999999997,148115.28,10,42,1.04,-0.496227,35.272007,0
48ef0b9f-e223-463b-91e8-79abadda519a,48ef0b9f-1,CUST0291,PROD046,Tesla Model Y Charger,Smart Home & Appliances,BR05,STF05,In-Store,2023-12-22 13:21:07,3,76979.0,0.0,Cash,No,No,No,230937.0,76979.0,12,28,1.07,0.504831,35.263777,0
48ef0b9f-e223-463b-91e8-79abadda519a,48ef0b9f-2,CUST0291,PROD041,Ring Video Doorbell,Smart Home & Appliances,BR05,STF05,In-Store,2023-12-22 13:21:07,1,20538.44,0.0,Cash,No,No,No,20538.44,20538.44,12,28,1.07,0.504831,35.263777,0
48ef0b9f-e223-463b-91e8-79abadda519a,48ef0b9f-3,CUST0291,PROD006,Sony WH-1000XM5,Wearables & Accessories,BR05,STF05,In-Store,2023-12-22 13:21:07,2,40742.13,0.0,Cash,No,No,No,81484.26,40742.13,12,28,1.07,0.504831,35.263777,0
48ef0b9f-e223-463b-91e8-79abadda519a,48ef0b9f-4,CUST0291,PROD040,Google Nest Hub,Smart Home & Appliances,BR05,STF05,In-Store,2023-12-22 13:21:07,1,42803.33,0.0,Cash,No,No,No,42803.33,42803.33,12,28,1.07,0.504831,35.263777,0
2296384b-0d49-4c13-8dec-5fb052bc2c0a,2296384b-1,CUST0150,PROD031,Dyson V15 Detect,Smart Home & Appliances,BR08,STF08,In-Store,2023-04-21 17:52:53,3,148091.18,0.0,Card,Yes,No,No,444273.54,148091.18,4,21,1.08,-0.496227,35.272007,0
4c48d907-1ecd-402d-ad6e-f0392f368fec,4c48d907-1,CUST0555,PROD019,Garmin Venu 3,Wearables & Accessories,BR08,STF08,In-Store,2024-11-11 16:46:48,2,71977.31,0.0,Card,No,No,No,143954.62,71977.31,11,44,1.0918,-0.496227,35.272007,1
4c48d907-1ecd-402d-ad6e-f0392f368fec,4c48d907-2,CUST0555,PROD038,Sonos One,Entertainment & Gaming,BR08,STF08,In-Store,2024-11-11 16:46:48,1,36627.91,0.0,Card,No,No,No,36627.91,36627.91,11,44,1.0918,-0.496227,35.272007,1
da391f26-200c-4a85-9f05-8f3af992641a,da391f26-1,CUST0559,PROD045,Eufy Security,Smart Home & Appliances,BR01,STF01,Online,2023-11-13 18:11:26,1,17735.54,2660.33,BNPL,Yes,Yes,No,15075.210000000001,15075.210000000001,11,56,1.06,-1.289311,36.8124,0
03fe6331-ebf2-4b37-abed-ffb3a56bb769,03fe6331-1,CUST0642,PROD037,Marshall Acton,Entertainment & Gaming,BR05,STF05,In-Store,2025-05-10 14:18:50,1,46663.13,0.0,Card,Yes,Yes,No,46663.13,46663.13,5,47,1.1872000000000003,0.504831,35.263777,0
03fe6331-ebf2-4b37-abed-ffb3a56bb769,03fe6331-2,CUST0642,PROD049,Logitech MX Master,Mobile & Computing,BR05,STF05,In-Store,2025-05-10 14:18:50,2,15191.88,0.0,Card,Yes,Yes,No,30383.76,15191.88,5,47,1.1872000000000003,0.504831,35.263777,0
03fe6331-ebf2-4b37-abed-ffb3a56bb769,03fe6331-3,CUST0642,PROD009,Canon EOS R6,Entertainment & Gaming,BR05,STF05,In-Store,2025-05-10 14:18:50,3,309030.92,18541.86,Card,Yes,Yes,No,908550.9,302850.3,5,47,1.1872000000000003,0.504831,35.263777,0
03fe6331-ebf2-4b37-abed-ffb3a56bb769,03fe6331-4,CUST0642,PROD013,Microsoft Surface,Mobile & Computing,BR05,STF05,In-Store,2025-05-10 14:18:50,2,169539.58,33907.92,Card,Yes,Yes,No,305171.24,152585.62,5,47,1.1872000000000003,0.504831,35.263777,0
03fe6331-ebf2-4b37-abed-ffb3a56bb769,03fe6331-5,CUST0642,PROD014,Asus ROG Laptop,Mobile & Computing,BR05,STF05,In-Store,2025-05-10 14:18:50,2,187132.67,37426.53,Card,Yes,Yes,No,336838.81000000006,168419.40500000003,5,47,1.1872000000000003,0.504831,35.263777,0
e42f8c08-2f54-4c93-ab21-ab5c1bd9775f,e42f8c08-1,CUST0541,PROD017,Samsung Galaxy Watch,Wearables & Accessories,BR01,STF01,Online,2024-11-08 13:19:05,2,39924.02,0.0,BNPL,No,No,No,79848.04,39924.02,11,42,1.0918,-1.289311,36.8124,0
e42f8c08-2f54-4c93-ab21-ab5c1bd9775f,e42f8c08-2,CUST0541,PROD034,Instant Pot Duo,Smart Home & Appliances,BR01,STF01,Online,2024-11-08 13:19:05,1,29207.64,1460.38,BNPL,No,No,No,27747.26,27747.26,11,42,1.0918,-1.289311,36.8124,0
2dfda7b4-df14-4031-a605-7a7ef7a09ae7,2dfda7b4-1,CUST0704,PROD010,Nikon D7500,Entertainment & Gaming,BR01,STF01,Online,2024-02-14 17:02:06,2,179932.98,0.0,Card,No,No,Yes,359865.96,179932.98,2,46,1.1844999999999999,-1.289311,36.8124,0
2dfda7b4-df14-4031-a605-7a7ef7a09ae7,2dfda7b4-2,CUST0704,PROD046,Tesla Model Y Charger,Smart Home & Appliances,BR01,STF01,Online,2024-02-14 17:02:06,1,80827.95,12124.19,Card,No,No,Yes,68703.76,68703.76,2,46,1.1844999999999999,-1.289311,36.8124,0
2dfda7b4-df14-4031-a605-7a7ef7a09ae7,2dfda7b4-3,CUST0704,PROD006,Sony WH-1000XM5,Wearables & Accessories,BR01,STF01,Online,2024-02-14 17:02:06,3,42779.24,0.0,Card,No,No,No,128337.72,42779.24,2,46,1.1844999999999999,-1.289311,36.8124,0
2dfda7b4-df14-4031-a605-7a7ef7a09ae7,2dfda7b4-4,CUST0704,PROD005,HP Pavilion,Mobile & Computing,BR01,STF01,Online,2024-02-14 17:02:06,1,103035.57,15455.34,Card,No,No,No,87580.23000000001,87580.23000000001,2,46,1.1844999999999999,-1.289311,36.8124,0
d769e010-8058-46f5-9c8a-eb4d68b55377,d769e010-1,CUST0463,PROD042,Arlo Pro 4,Smart Home & Appliances,BR07,STF07,In-Store,2024-03-18 13:49:14,3,46871.32,0.0,Card,Yes,No,Yes,140613.96,46871.32,3,21,1.0815000000000001,-0.295256,35.287839,1
d769e010-8058-46f5-9c8a-eb4d68b55377,d769e010-2,CUST0463,PROD035,KitchenAid Mixer,Smart Home & Appliances,BR07,STF07,In-Store,2024-03-18 13:49:14,1,64752.0,3237.6,Card,Yes,No,No,61514.4,61514.4,3,21,1.0815000000000001,-0.295256,35.287839,1
d769e010-8058-46f5-9c8a-eb4d68b55377,d769e010-3,CUST0463,PROD039,Echo Dot 5th Gen,Smart Home & Appliances,BR07,STF07,In-Store,2024-03-18 13:49:14,3,15737.85,4721.36,Card,Yes,No,No,42492.19,14164.063333333334,3,21,1.0815000000000001,-0.295256,35.287839,1
d769e010-8058-46f5-9c8a-eb4d68b55377,d769e010-4,CUST0463,PROD046,Tesla Model Y Charger,Smart Home & Appliances,BR07,STF07,In-Store,2024-03-18 13:49:14,2,80827.95,0.0,Card,Yes,No,No,161655.9,80827.95,3,21,1.0815000000000001,-0.295256,35.287839,1
d45dbdc1-1080-424f-be15-98c6be6cb468,d45dbdc1-1,CUST0232,PROD046,Tesla Model Y Charger,Smart Home & Appliances,BR01,STF01,Online,2025-07-16 09:51:19,1,84676.9,1693.54,Card,Yes,No,No,82983.36,82983.36,7,55,1.0388,-1.289311,36.8124,0
d45dbdc1-1080-424f-be15-98c6be6cb468,d45dbdc1-2,CUST0232,PROD013,Microsoft Surface,Mobile & Computing,BR01,STF01,Online,2025-07-16 09:51:19,1,169539.58,3390.79,Card,Yes,No,No,166148.78999999998,166148.78999999998,7,55,1.0388,-1.289311,36.8124,0
ab647c60-bcfa-424c-a8dc-cb5576eeb046,ab647c60-1,CUST0341,PROD036,Bose SoundLink,Entertainment & Gaming,BR06,STF06,B2B,2024-12-13 15:15:26,3,56963.68,0.0,Cash,No,Yes,No,170891.04,56963.68,12,52,1.1021,-1.514702,37.264299,0
ab647c60-bcfa-424c-a8dc-cb5576eeb046,ab647c60-2,CUST0341,PROD005,HP Pavilion,Mobile & Computing,BR06,STF06,B2B,2024-12-13 15:15:26,2,103035.57,0.0,Cash,No,Yes,No,206071.14,103035.57,12,52,1.1021,-1.514702,37.264299,0
ba042656-f4ee-4e76-a3c8-db51bdb9c357,ba042656-1,CUST0301,PROD042,Arlo Pro 4,Smart Home & Appliances,BR08,STF08,In-Store,2023-12-26 10:47:10,3,44639.35,20087.71,Card,No,No,No,113830.34,37943.44666666666,12,57,1.07,-0.496227,35.272007,0
ba042656-f4ee-4e76-a3c8-db51bdb9c357,ba042656-2,CUST0301,PROD016,Apple Watch Series 9,Wearables & Accessories,BR08,STF08,In-Store,2023-12-26 10:47:10,2,61391.97,0.0,Card,No,No,No,122783.94,61391.97,12,57,1.07,-0.496227,35.272007,0
ba042656-f4ee-4e76-a3c8-db51bdb9c357,ba042656-3,CUST0301,PROD014,Asus ROG Laptop,Mobile & Computing,BR08,STF08,In-Store,2023-12-26 10:47:10,2,170120.61,34024.12,Card,No,No,Yes,306217.1,153108.55,12,57,1.07,-0.496227,35.272007,0
5dcdfaa7-de6f-4a20-a6b6-786a5b998ae5,5dcdfaa7-1,CUST0093,PROD039,Echo Dot 5th Gen,Smart Home & Appliances,BR01,STF01,Online,2025-04-10 12:26:31,1,16487.27,0.0,Card,No,Yes,No,16487.27,16487.27,4,60,1.1448,-1.289311,36.8124,0
5dcdfaa7-de6f-4a20-a6b6-786a5b998ae5,5dcdfaa7-2,CUST0093,PROD027,Xbox Series X,Entertainment & Gaming,BR01,STF01,Online,2025-04-10 12:26:31,1,84780.38,8478.04,Card,No,Yes,No,76302.34,76302.34,4,60,1.1448,-1.289311,36.8124,0
5dcdfaa7-de6f-4a20-a6b6-786a5b998ae5,5dcdfaa7-3,CUST0093,PROD021,LG OLED TV 55,Entertainment & Gaming,BR01,STF01,Online,2025-04-10 12:26:31,1,215463.19,0.0,Card,No,Yes,No,215463.19,215463.19,4,60,1.1448,-1.289311,36.8124,0
5dcdfaa7-de6f-4a20-a6b6-786a5b998ae5,5dcdfaa7-4,CUST0093,PROD045,Eufy Security,Smart Home & Appliances,BR01,STF01,Online,2025-04-10 12:26:31,1,19509.09,0.0,Card,No,Yes,No,19509.09,19509.09,4,60,1.1448,-1.289311,36.8124,0
f6275e55-acd6-424b-b93c-57f9c631dec1,f6275e55-1,CUST0770,PROD044,Wyze Cam v3,Smart Home & Appliances,BR06,STF06,B2B,2024-03-21 12:57:54,1,12815.0,256.3,Card,Yes,No,No,12558.7,12558.7,3,52,1.0815000000000001,-1.514702,37.264299,0
f6275e55-acd6-424b-b93c-57f9c631dec1,f6275e55-2,CUST0770,PROD013,Microsoft Surface,Mobile & Computing,BR06,STF06,B2B,2024-03-21 12:57:54,1,161833.23,8091.66,Card,Yes,No,No,153741.57,153741.57,3,52,1.0815000000000001,-1.514702,37.264299,0
f6275e55-acd6-424b-b93c-57f9c631dec1,f6275e55-3,CUST0770,PROD002,Samsung Galaxy S24,Mobile & Computing,BR06,STF06,B2B,2024-03-21 12:57:54,2,114765.56,0.0,Card,Yes,No,No,229531.12,114765.56,3,52,1.0815000000000001,-1.514702,37.264299,0
f6275e55-acd6-424b-b93c-57f9c631dec1,f6275e55-4,CUST0770,PROD014,Asus ROG Laptop,Mobile & Computing,BR06,STF06,B2B,2024-03-21 12:57:54,3,178626.64,0.0,Card,Yes,No,No,535879.92,178626.64,3,52,1.0815000000000001,-1.514702,37.264299,0
08b360e3-1839-4c20-864f-b4bb8a5825c7,08b360e3-1,CUST0369,PROD033,Philips Air Fryer,Smart Home & Appliances,BR01,STF01,Online,2023-09-04 09:44:24,1,20142.41,0.0,Card,No,No,Yes,20142.41,20142.41,9,23,1.0,-1.289311,36.8124,0
08b360e3-1839-4c20-864f-b4bb8a5825c7,08b360e3-2,CUST0369,PROD039,Echo Dot 5th Gen,Smart Home & Appliances,BR01,STF01,Online,2023-09-04 09:44:24,1,14988.43,749.42,Card,No,No,No,14239.01,14239.01,9,23,1.0,-1.289311,36.8124,0
08b360e3-1839-4c20-864f-b4bb8a5825c7,08b360e3-3,CUST0369,PROD035,KitchenAid Mixer,Smart Home & Appliances,BR01,STF01,Online,2023-09-04 09:44:24,3,61668.57,9250.29,Card,No,No,No,175755.41999999998,58585.13999999999,9,23,1.0,-1.289311,36.8124,0
738acb1f-1c43-4ebd-bb26-efa99245df88,738acb1f-1,CUST0232,PROD017,Samsung Galaxy Watch,Wearables & Accessories,BR05,STF05,B2B,2024-05-21 10:10:03,2,39924.02,0.0,Card,Yes,Yes,No,79848.04,39924.02,5,55,1.1536000000000002,0.504831,35.263777,0
e9950d96-3572-4d35-abea-51d634b705b3,e9950d96-1,CUST0987,PROD011,iPad Pro 12.9,Mobile & Computing,BR01,STF01,Online,2023-03-14 12:47:48,2,154684.98,0.0,BNPL,No,No,No,309369.96,154684.98,3,67,1.05,-1.289311,36.8124,1
e9950d96-3572-4d35-abea-51d634b705b3,e9950d96-2,CUST0987,PROD042,Arlo Pro 4,Smart Home & Appliances,BR01,STF01,Online,2023-03-14 12:47:48,1,44639.35,2231.97,BNPL,No,No,No,42407.38,42407.38,3,67,1.05,-1.289311,36.8124,1
ca047370-d4cc-4fe1-a8f0-830f1fef67c2,ca047370-1,CUST0366,PROD020,OnePlus Watch,Wearables & Accessories,BR01,STF01,B2B,2023-12-27 10:24:54,1,23840.14,2384.01,Card,No,No,No,21456.129999999997,21456.129999999997,12,64,1.07,-1.289311,36.8124,1
ca047370-d4cc-4fe1-a8f0-830f1fef67c2,ca047370-2,CUST0366,PROD038,Sonos One,Entertainment & Gaming,BR01,STF01,B2B,2023-12-27 10:24:54,3,34883.72,0.0,Card,No,No,No,104651.16,34883.72,12,64,1.07,-1.289311,36.8124,1
b5270ad8-8c5d-4384-a42e-7b2e8ee36804,b5270ad8-1,CUST0507,PROD004,Dell XPS 13,Mobile & Computing,BR05,STF05,B2B,2025-07-02 20:46:05,2,97833.91,0.0,Cash,No,No,No,195667.82,97833.91,7,65,1.0388,0.504831,35.263777,0
b5270ad8-8c5d-4384-a42e-7b2e8ee36804,b5270ad8-2,CUST0507,PROD023,Sony Bravia 43,Entertainment & Gaming,BR05,STF05,B2B,2025-07-02 20:46:05,1,83194.02,0.0,Cash,No,No,No,83194.02,83194.02,7,65,1.0388,0.504831,35.263777,0
b5270ad8-8c5d-4384-a42e-7b2e8ee36804,b5270ad8-3,CUST0507,PROD041,Ring Video Doorbell,Smart Home & Appliances,BR05,STF05,B2B,2025-07-02 20:46:05,3,22592.28,0.0,Cash,No,No,No,67776.84,22592.28,7,65,1.0388,0.504831,35.263777,0
b5270ad8-8c5d-4384-a42e-7b2e8ee36804,b5270ad8-4,CUST0507,PROD011,iPad Pro 12.9,Mobile & Computing,BR05,STF05,B2B,2025-07-02 20:46:05,2,170153.48,0.0,Cash,No,No,No,340306.96,170153.48,7,65,1.0388,0.504831,35.263777,0
3acd16cb-7e1c-4058-a602-b756c2dc8803,3acd16cb-1,CUST0156,PROD024,TCL 4K Smart TV,Entertainment & Gaming,BR01,STF01,Online,2024-12-06 18:59:14,1,67023.23,0.0,BNPL,Yes,No,No,67023.23,67023.23,12,37,1.1021,-1.289311,36.8124,0
3acd16cb-7e1c-4058-a602-b756c2dc8803,3acd16cb-2,CUST0156,PROD012,Samsung Tab S9,Mobile & Computing,BR01,STF01,Online,2024-12-06 18:59:14,1,169570.19,0.0,BNPL,Yes,No,No,169570.19,169570.19,12,37,1.1021,-1.289311,36.8124,0
3acd16cb-7e1c-4058-a602-b756c2dc8803,3acd16cb-3,CUST0156,PROD018,Fitbit Charge 6,Wearables & Accessories,BR01,STF01,Online,2024-12-06 18:59:14,1,30583.55,1529.18,BNPL,Yes,No,No,29054.37,29054.37,12,37,1.1021,-1.289311,36.8124,0
3acd16cb-7e1c-4058-a602-b756c2dc8803,3acd16cb-4,CUST0156,PROD045,Eufy Security,Smart Home & Appliances,BR01,STF01,Online,2024-12-06 18:59:14,1,18622.32,931.12,BNPL,Yes,No,No,17691.2,17691.2,12,37,1.1021,-1.289311,36.8124,0
3acd16cb-7e1c-4058-a602-b756c2dc8803,3acd16cb-5,CUST0156,PROD004,Dell XPS 13,Mobile & Computing,BR01,STF01,Online,2024-12-06 18:59:14,3,93386.92,0.0,BNPL,Yes,No,No,280160.76,93386.92,12,37,1.1021,-1.289311,36.8124,0
9fc4f071-a354-4a79-8539-76d0b675c7ae,9fc4f071-1,CUST0448,PROD002,Samsung Galaxy S24,Mobile & Computing,BR01,STF01,In-Store,2023-04-12 19:57:51,2,109300.53,0.0,Cash,No,No,No,218601.06,109300.53,4,47,1.08,-1.289311,36.8124,0
9fc4f071-a354-4a79-8539-76d0b675c7ae,9fc4f071-2,CUST0448,PROD026,PlayStation 5,Entertainment & Gaming,BR01,STF01,In-Store,2023-04-12 19:57:51,2,86050.86,0.0,Cash,No,No,No,172101.72,86050.86,4,47,1.08,-1.289311,36.8124,0
9fc4f071-a354-4a79-8539-76d0b675c7ae,9fc4f071-3,CUST0448,PROD050,Razer DeathAdder,Mobile & Computing,BR01,STF01,In-Store,2023-04-12 19:57:51,1,6638.48,132.77,Cash,No,No,No,6505.709999999999,6505.709999999999,4,47,1.08,-1.289311,36.8124,0
c28ac73d-e9be-443c-8479-538c8ae35b72,c28ac73d-1,CUST0752,PROD020,OnePlus Watch,Wearables & Accessories,BR04,STF04,B2B,2024-10-04 10:44:56,3,25032.15,0.0,BNPL,No,Yes,No,75096.45000000001,25032.150000000005,10,19,1.0712000000000002,-0.679891,34.563285,0
450a6af5-bd6f-46de-adce-86976ab38d77,450a6af5-1,CUST0459,PROD029,Steam Deck,Entertainment & Gaming,BR01,STF01,Online,2024-11-11 10:00:08,2,84799.64,0.0,BNPL,Yes,No,No,169599.28,84799.64,11,62,1.0918,-1.289311,36.8124,0
450a6af5-bd6f-46de-adce-86976ab38d77,450a6af5-2,CUST0459,PROD030,Asus ROG Ally,Entertainment & Gaming,BR01,STF01,Online,2024-11-11 10:00:08,2,155521.04,0.0,BNPL,Yes,No,Yes,311042.08,155521.04,11,62,1.0918,-1.289311,36.8124,0
8ddd80c0-af29-41bb-8ac7-fbbe960d6052,8ddd80c0-1,CUST0108,PROD001,iPhone 15 Pro,Mobile & Computing,BR07,STF07,B2B,2024-06-02 11:29:23,2,136030.29,27206.06,BNPL,No,No,No,244854.52000000002,122427.26000000001,6,34,0.9784999999999999,-0.295256,35.287839,0
8ddd80c0-af29-41bb-8ac7-fbbe960d6052,8ddd80c0-2,CUST0108,PROD017,Samsung Galaxy Watch,Wearables & Accessories,BR07,STF07,B2B,2024-06-02 11:29:23,2,39924.02,3992.4,BNPL,No,No,No,75855.64,37927.82,6,34,0.9784999999999999,-0.295256,35.287839,0
8ddd80c0-af29-41bb-8ac7-fbbe960d6052,8ddd80c0-3,CUST0108,PROD023,Sony Bravia 43,Entertainment & Gaming,BR07,STF07,B2B,2024-06-02 11:29:23,3,79412.48,4764.75,BNPL,No,No,No,233472.69,77824.23,6,34,0.9784999999999999,-0.295256,35.287839,0
