transaction_id,transaction_line_id,customer_id,product_id,product_name,product_category,branch_id,staff_id,channel_id,transaction_date,quantity,unit_price,discount_applied,payment_mode,voucher_redeemed_flag,is_upsell,is_returned,grand_total,net_price,month,customer_age,target_multiplier,latitude,longitude
d24856c7-73d2-4041-a5d4-2f85277d4a09,d24856c7-4,CUST0298,PROD020,OnePlus Watch,Wearables & Accessories,BR01,STF01,Online,2023-10-04,3,20068.99,0.0,BNPL,No,No,No,60206.97,20068.99,10,23,1.07,-4.038771,39.671734
f67d22c0-078b-4fc7-80d9-4dbf04d9707c,f67d22c0-1,CUST0006,PROD019,Garmin Venu 3,Wearables & Accessories,BR01,STF01,Online,2023-02-09,1,66704.82,1334.1,Card,No,No,No,65370.72000000001,65370.72000000001,2,53,1.25,-4.038771,39.671734
f67d22c0-078b-4fc7-80d9-4dbf04d9707c,f67d22c0-2,CUST0006,PROD048,Belkin Wireless Charger,Mobile & Computing,BR01,STF01,Online,2023-02-09,2,11577.73,1157.77,Card,No,No,No,21997.69,10998.845,2,53,1.25,-4.038771,39.671734
f67d22c0-078b-4fc7-80d9-4dbf04d9707c,f67d22c0-3,CUST0006,PROD006,Sony WH-1000XM5,Wearables & Accessories,BR01,STF01,Online,2023-02-09,1,57446.51,0.0,Card,No,No,No,57446.51,57446.51,2,53,1.25,-4.038771,39.671734
9d0a5849-e7f2-471c-98d2-5f57dc889768,9d0a5849-1,CUST0209,PROD010,Nikon D7500,Entertainment & Gaming,BR01,STF01,Online,2024-12-01,1,159398.92,0.0,BNPL,Yes,Yes,No,159398.92,159398.92,12,20,1.03,-4.038771,39.671734
9d0a5849-e7f2-471c-98d2-5f57dc889768,9d0a5849-2,CUST0209,PROD050,Razer DeathAdder,Mobile & Computing,BR01,STF01,Online,2024-12-01,2,5087.64,0.0,BNPL,Yes,Yes,No,10175.28,5087.64,12,20,1.03,-4.038771,39.671734
9d0a5849-e7f2-471c-98d2-5f57dc889768,9d0a5849-3,CUST0209,PROD026,PlayStation 5,Entertainment & Gaming,BR01,STF01,Online,2024-12-01,1,72220.72,0.0,BNPL,Yes,Yes,No,72220.72,72220.72,12,20,1.03,-4.038771,39.671734
9d0a5849-e7f2-471c-98d2-5f57dc889768,9d0a5849-4,CUST0209,PROD044,Wyze Cam v3,Smart Home & Appliances,BR01,STF01,Online,2024-12-01,1,11268.46,563.42,BNPL,Yes,Yes,No,10705.039999999999,10705.039999999999,12,20,1.03,-4.038771,39.671734
0dd6b063-49d4-4293-8faf-59d1eb3d5cdb,0dd6b063-1,CUST0004,PROD003,MacBook Air M3,Mobile & Computing,BR04,STF04,In-Store,2023-09-25,1,220896.66,0.0,Cash,No,No,No,220896.66,220896.66,9,42,1.05,-0.295256,35.287839
0dd6b063-49d4-4293-8faf-59d1eb3d5cdb,0dd6b063-2,CUST0004,PROD048,Belkin Wireless Charger,Mobile & Computing,BR04,STF04,In-Store,2023-09-25,3,11577.73,0.0,Cash,No,No,No,34733.19,11577.730000000001,9,42,1.05,-0.295256,35.287839
0dd6b063-49d4-4293-8faf-59d1eb3d5cdb,0dd6b063-3,CUST0004,PROD018,Fitbit Charge 6,Wearables & Accessories,BR04,STF04,In-Store,2023-09-25,1,26563.22,0.0,Cash,No,No,No,26563.22,26563.22,9,42,1.05,-0.295256,35.287839
0dd6b063-49d4-4293-8faf-59d1eb3d5cdb,0dd6b063-4,CUST0004,PROD024,TCL 4K Smart TV,Entertainment & Gaming,BR04,STF04,In-Store,2023-09-25,1,40693.43,4069.34,Cash,No,No,No,36624.09,36624.09,9,42,1.05,-0.295256,35.287839
0dd6b063-49d4-4293-8faf-59d1eb3d5cdb,0dd6b063-5,CUST0004,PROD010,Nikon D7500,Entertainment & Gaming,BR04,STF04,In-Store,2023-09-25,2,159398.92,6375.96,Cash,No,No,No,312421.88,156210.94,9,42,1.05,-0.295256,35.287839
3c0101aa-44a2-4d3a-8921-38ab0631ef10,3c0101aa-1,CUST0272,PROD010,Nikon D7500,Entertainment & Gaming,BR09,STF09,In-Store,2025-04-12,2,159398.92,0.0,Cash,No,No,No,318797.84,159398.92,4,69,1.12,-0.093262,34.758596
3c0101aa-44a2-4d3a-8921-38ab0631ef10,3c0101aa-2,CUST0272,PROD040,Google Nest Hub,Smart Home & Appliances,BR09,STF09,In-Store,2025-04-12,2,44269.92,0.0,Cash,No,No,No,88539.84,44269.92,4,69,1.12,-0.093262,34.758596
3c0101aa-44a2-4d3a-8921-38ab0631ef10,3c0101aa-3,CUST0272,PROD015,Lenovo ThinkPad,Mobile & Computing,BR09,STF09,In-Store,2025-04-12,2,114381.68,4575.27,Cash,No,No,No,224188.09,112094.045,4,69,1.12,-0.093262,34.758596
3c0101aa-44a2-4d3a-8921-38ab0631ef10,3c0101aa-4,CUST0272,PROD021,LG OLED TV 55,Entertainment & Gaming,BR09,STF09,In-Store,2025-04-12,3,210463.25,0.0,Cash,No,No,No,631389.75,210463.25,4,69,1.12,-0.093262,34.758596
6a16afaa-93ec-48bd-8352-c7d98ebfe56f,6a16afaa-1,CUST0042,PROD019,Garmin Venu 3,Wearables & Accessories,BR03,STF03,In-Store,2023-04-16,3,66704.82,0.0,Cash,No,Yes,No,200114.46000000002,66704.82,4,24,1.12,-1.377599,36.851364
6a16afaa-93ec-48bd-8352-c7d98ebfe56f,6a16afaa-2,CUST0042,PROD043,Nest Cam,Smart Home & Appliances,BR03,STF03,In-Store,2023-04-16,3,24412.17,0.0,Cash,No,Yes,No,73236.51,24412.17,4,24,1.12,-1.377599,36.851364
6a16afaa-93ec-48bd-8352-c7d98ebfe56f,6a16afaa-3,CUST0042,PROD026,PlayStation 5,Entertainment & Gaming,BR03,STF03,In-Store,2023-04-16,2,72220.72,2888.83,Cash,No,Yes,No,141552.61000000002,70776.30500000001,4,24,1.12,-1.377599,36.851364
6a16afaa-93ec-48bd-8352-c7d98ebfe56f,6a16afaa-4,CUST0042,PROD044,Wyze Cam v3,Smart Home & Appliances,BR03,STF03,In-Store,2023-04-16,2,11268.46,0.0,Cash,No,Yes,No,22536.92,11268.46,4,24,1.12,-1.377599,36.851364
37a45d8b-92d0-4210-8b4e-a3747cacf56b,37a45d8b-1,CUST0015,PROD007,AirPods Pro,Wearables & Accessories,BR01,STF01,B2B,2024-12-25,2,49659.41,0.0,Card,Yes,No,No,99318.82,49659.41,12,46,1.03,-4.038771,39.671734
37a45d8b-92d0-4210-8b4e-a3747cacf56b,37a45d8b-2,CUST0015,PROD044,Wyze Cam v3,Smart Home & Appliances,BR01,STF01,B2B,2024-12-25,1,11268.46,0.0,Card,Yes,No,No,11268.46,11268.46,12,46,1.03,-4.038771,39.671734
37a45d8b-92d0-4210-8b4e-a3747cacf56b,37a45d8b-3,CUST0015,PROD013,Microsoft Surface,Mobile & Computing,BR01,STF01,B2B,2024-12-25,3,171334.2,0.0,Card,Yes,No,No,514002.60000000003,171334.2,12,46,1.03,-4.038771,39.671734
4d8c3f0c-7684-4b28-90a2-30513f7273cb,4d8c3f0c-1,CUST0109,PROD048,Belkin Wireless Charger,Mobile & Computing,BR03,STF03,B2B,2023-05-04,1,11577.73,0.0,Cash,No,Yes,No,11577.73,11577.73,5,50,1.2,-1.377599,36.851364
4d8c3f0c-7684-4b28-90a2-30513f7273cb,4d8c3f0c-2,CUST0109,PROD037,Marshall Acton,Entertainment & Gaming,BR03,STF03,B2B,2023-05-04,1,45580.51,0.0,Cash,No,Yes,No,45580.51,45580.51,5,50,1.2,-1.377599,36.851364
4d8c3f0c-7684-4b28-90a2-30513f7273cb,4d8c3f0c-3,CUST0109,PROD042,Arlo Pro 4,Smart Home & Appliances,BR03,STF03,B2B,2023-05-04,2,45069.78,0.0,Cash,No,Yes,Yes,90139.56,45069.78,5,50,1.2,-1.377599,36.851364
4d8c3f0c-7684-4b28-90a2-30513f7273cb,4d8c3f0c-4,CUST0109,PROD033,Philips Air Fryer,Smart Home & Appliances,BR03,STF03,B2B,2023-05-04,2,24367.71,974.71,Cash,No,Yes,No,47760.71,23880.355,5,50,1.2,-1.377599,36.851364
caf96281-619d-4618-80cc-1ef0879da18d,caf96281-1,CUST0095,PROD044,Wyze Cam v3,Smart Home & Appliances,BR02,STF02,In-Store,2023-04-05,1,11268.46,225.37,Cash,No,No,No,11043.089999999998,11043.089999999998,4,24,1.12,-0.496227,35.272007
caf96281-619d-4618-80cc-1ef0879da18d,caf96281-2,CUST0095,PROD043,Nest Cam,Smart Home & Appliances,BR02,STF02,In-Store,2023-04-05,3,24412.17,1464.73,Cash,No,No,No,71771.78,23923.926666666666,4,24,1.12,-0.496227,35.272007
caf96281-619d-4618-80cc-1ef0879da18d,caf96281-3,CUST0095,PROD018,Fitbit Charge 6,Wearables & Accessories,BR02,STF02,In-Store,2023-04-05,1,26563.22,0.0,Cash,No,No,No,26563.22,26563.22,4,24,1.12,-0.496227,35.272007
caf96281-619d-4618-80cc-1ef0879da18d,caf96281-4,CUST0095,PROD009,Canon EOS R6,Entertainment & Gaming,BR02,STF02,In-Store,2023-04-05,2,345926.26,0.0,Cash,No,No,No,691852.52,345926.26,4,24,1.12,-0.496227,35.272007
caf96281-619d-4618-80cc-1ef0879da18d,caf96281-5,CUST0095,PROD023,Sony Bravia 43,Entertainment & Gaming,BR02,STF02,In-Store,2023-04-05,2,72523.15,0.0,Cash,No,No,No,145046.3,72523.15,4,24,1.12,-0.496227,35.272007
23b8f0ce-f618-42a2-ad33-dae4a4a606f6,23b8f0ce-1,CUST0002,PROD027,Xbox Series X,Entertainment & Gaming,BR01,STF01,Online,2024-02-28,2,81924.92,3277.0,BNPL,Yes,No,No,160572.84,80286.42,2,46,1.25,-4.038771,39.671734
23b8f0ce-f618-42a2-ad33-dae4a4a606f6,23b8f0ce-2,CUST0002,PROD029,Steam Deck,Entertainment & Gaming,BR01,STF01,Online,2024-02-28,1,119914.11,11991.41,BNPL,Yes,No,No,107922.7,107922.7,2,46,1.25,-4.038771,39.671734
23b8f0ce-f618-42a2-ad33-dae4a4a606f6,23b8f0ce-3,CUST0002,PROD028,Nintendo Switch,Entertainment & Gaming,BR01,STF01,Online,2024-02-28,1,52739.91,2637.0,BNPL,Yes,No,No,50102.91,50102.91,2,46,1.25,-4.038771,39.671734
23b8f0ce-f618-42a2-ad33-dae4a4a606f6,23b8f0ce-4,CUST0002,PROD011,iPad Pro 12.9,Mobile & Computing,BR01,STF01,Online,2024-02-28,2,209125.18,0.0,BNPL,Yes,No,Yes,418250.36,209125.18,2,46,1.25,-4.038771,39.671734
8d73a50d-f8e4-414c-8d2c-6b7369949311,8d73a50d-1,CUST0230,PROD014,Asus ROG Laptop,Mobile & Computing,BR01,STF01,Online,2024-06-14,1,386616.53,0.0,BNPL,Yes,No,No,386616.53,386616.53,6,32,1.1,-4.038771,39.671734
8d73a50d-f8e4-414c-8d2c-6b7369949311,8d73a50d-2,CUST0230,PROD020,OnePlus Watch,Wearables & Accessories,BR01,STF01,Online,2024-06-14,1,20068.99,0.0,BNPL,Yes,No,Yes,20068.99,20068.99,6,32,1.1,-4.038771,39.671734
8d73a50d-f8e4-414c-8d2c-6b7369949311,8d73a50d-3,CUST0230,PROD040,Google Nest Hub,Smart Home & Appliances,BR01,STF01,Online,2024-06-14,1,44269.92,4426.99,BNPL,Yes,No,No,39842.93,39842.93,6,32,1.1,-4.038771,39.671734
b343d5aa-ed7f-4e8f-b4f0-21c2916d3152,b343d5aa-1,CUST0269,PROD019,Garmin Venu 3,Wearables & Accessories,BR08,STF08,B2B,2023-11-22,1,66704.82,1334.1,Cash,Yes,No,No,65370.72000000001,65370.72000000001,11,41,1.09,0.504831,35.263777
b343d5aa-ed7f-4e8f-b4f0-21c2916d3152,b343d5aa-2,CUST0269,PROD016,Apple Watch Series 9,Wearables & Accessories,BR08,STF08,B2B,2023-11-22,3,79025.74,0.0,Cash,Yes,No,No,237077.22000000003,79025.74,11,41,1.09,0.504831,35.263777
b343d5aa-ed7f-4e8f-b4f0-21c2916d3152,b343d5aa-3,CUST0269,PROD044,Wyze Cam v3,Smart Home & Appliances,BR08,STF08,B2B,2023-11-22,1,11268.46,0.0,Cash,Yes,No,No,11268.46,11268.46,11,41,1.09,0.504831,35.263777
b343d5aa-ed7f-4e8f-b4f0-21c2916d3152,b343d5aa-4,CUST0269,PROD011,iPad Pro 12.9,Mobile & Computing,BR08,STF08,B2B,2023-11-22,2,209125.18,41825.04,Cash,Yes,No,No,376425.32,188212.66,11,41,1.09,0.504831,35.263777
b343d5aa-ed7f-4e8f-b4f0-21c2916d3152,b343d5aa-5,CUST0269,PROD002,Samsung Galaxy S24,Mobile & Computing,BR08,STF08,B2B,2023-11-22,2,144166.18,5766.65,Cash,Yes,No,No,282565.70999999996,141282.85499999998,11,41,1.09,0.504831,35.263777
db9cd0ae-676e-4684-9f85-a805fbe7eee6,db9cd0ae-1,CUST0120,PROD001,iPhone 15 Pro,Mobile & Computing,BR03,STF03,In-Store,2025-07-21,5,151479.78,15147.98,Card,Yes,Yes,No,742250.92,148450.184,7,23,1.08,-1.377599,36.851364
db9cd0ae-676e-4684-9f85-a805fbe7eee6,db9cd0ae-2,CUST0120,PROD011,iPad Pro 12.9,Mobile & Computing,BR03,STF03,In-Store,2025-07-21,1,209125.18,0.0,Card,Yes,Yes,No,209125.18,209125.18,7,23,1.08,-1.377599,36.851364
db9cd0ae-676e-4684-9f85-a805fbe7eee6,db9cd0ae-3,CUST0120,PROD026,PlayStation 5,Entertainment & Gaming,BR03,STF03,In-Store,2025-07-21,1,72220.72,0.0,Card,Yes,Yes,No,72220.72,72220.72,7,23,1.08,-1.377599,36.851364
a592b312-8a54-4b96-840b-8ee0e1625b9c,a592b312-1,CUST0006,PROD024,TCL 4K Smart TV,Entertainment & Gaming,BR01,STF01,Online,2023-07-15,2,40693.43,1627.74,BNPL,Yes,Yes,No,79759.12,39879.56,7,53,1.08,-4.038771,39.671734
a592b312-8a54-4b96-840b-8ee0e1625b9c,a592b312-2,CUST0006,PROD037,Marshall Acton,Entertainment & Gaming,BR01,STF01,Online,2023-07-15,1,45580.51,911.61,BNPL,Yes,Yes,No,44668.9,44668.9,7,53,1.08,-4.038771,39.671734
a592b312-8a54-4b96-840b-8ee0e1625b9c,a592b312-3,CUST0006,PROD013,Microsoft Surface,Mobile & Computing,BR01,STF01,Online,2023-07-15,2,171334.2,17133.42,BNPL,Yes,Yes,No,325534.98000000004,162767.49000000002,7,53,1.08,-4.038771,39.671734
a592b312-8a54-4b96-840b-8ee0e1625b9c,a592b312-4,CUST0006,PROD040,Google Nest Hub,Smart Home & Appliances,BR01,STF01,Online,2023-07-15,1,44269.92,0.0,BNPL,Yes,Yes,No,44269.92,44269.92,7,53,1.08,-4.038771,39.671734
abafc214-fcb0-4176-891c-c323a6acca7c,abafc214-1,CUST0129,PROD039,Echo Dot 5th Gen,Smart Home & Appliances,BR07,STF07,B2B,2024-08-19,3,11581.58,0.0,Cash,Yes,Yes,No,34744.74,11581.58,8,31,1.22,-1.514702,37.264299
abafc214-fcb0-4176-891c-c323a6acca7c,abafc214-2,CUST0129,PROD031,Dyson V15 Detect,Smart Home & Appliances,BR07,STF07,B2B,2024-08-19,2,113489.73,22697.95,Cash,Yes,Yes,No,204281.50999999998,102140.75499999999,8,31,1.22,-1.514702,37.264299
abafc214-fcb0-4176-891c-c323a6acca7c,abafc214-3,CUST0129,PROD023,Sony Bravia 43,Entertainment & Gaming,BR07,STF07,B2B,2024-08-19,3,72523.15,4351.39,Cash,Yes,Yes,No,213218.05999999997,71072.68666666666,8,31,1.22,-1.514702,37.264299
abafc214-fcb0-4176-891c-c323a6acca7c,abafc214-4,CUST0129,PROD017,Samsung Galaxy Watch,Wearables & Accessories,BR07,STF07,B2B,2024-08-19,1,37412.26,0.0,Cash,Yes,Yes,No,37412.26,37412.26,8,31,1.22,-1.514702,37.264299
abafc214-fcb0-4176-891c-c323a6acca7c,abafc214-5,CUST0129,PROD007,AirPods Pro,Wearables & Accessories,BR07,STF07,B2B,2024-08-19,2,49659.41,0.0,Cash,Yes,Yes,No,99318.82,49659.41,8,31,1.22,-1.514702,37.264299
5e1a24b0-7cfc-42b6-aa54-428116ec90c4,5e1a24b0-1,CUST0010,PROD004,Dell XPS 13,Mobile & Computing,BR04,STF04,B2B,2024-07-21,1,142680.27,0.0,Card,Yes,No,No,142680.27,142680.27,7,25,1.08,-0.295256,35.287839
5e1a24b0-7cfc-42b6-aa54-428116ec90c4,5e1a24b0-2,CUST0010,PROD011,iPad Pro 12.9,Mobile & Computing,BR04,STF04,B2B,2024-07-21,1,209125.18,10456.26,Card,Yes,No,No,198668.91999999998,198668.91999999998,7,25,1.08,-0.295256,35.287839
5e1a24b0-7cfc-42b6-aa54-428116ec90c4,5e1a24b0-3,CUST0010,PROD027,Xbox Series X,Entertainment & Gaming,BR04,STF04,B2B,2024-07-21,2,81924.92,0.0,Card,Yes,No,Yes,163849.84,81924.92,7,25,1.08,-0.295256,35.287839
8e9ae9f1-5ba2-4f47-91c2-ea858b1e3a07,8e9ae9f1-1,CUST0067,PROD011,iPad Pro 12.9,Mobile & Computing,BR01,STF01,Online,2024-04-13,1,209125.18,0.0,BNPL,No,Yes,No,209125.18,209125.18,4,52,1.12,-4.038771,39.671734
8e9ae9f1-5ba2-4f47-91c2-ea858b1e3a07,8e9ae9f1-2,CUST0067,PROD046,Tesla Model Y Charger,Smart Home & Appliances,BR01,STF01,Online,2024-04-13,2,70688.74,0.0,BNPL,No,Yes,No,141377.48,70688.74,4,52,1.12,-4.038771,39.671734
8e9ae9f1-5ba2-4f47-91c2-ea858b1e3a07,8e9ae9f1-3,CUST0067,PROD043,Nest Cam,Smart Home & Appliances,BR01,STF01,Online,2024-04-13,1,24412.17,0.0,BNPL,No,Yes,No,24412.17,24412.17,4,52,1.12,-4.038771,39.671734
8e9ae9f1-5ba2-4f47-91c2-ea858b1e3a07,8e9ae9f1-4,CUST0067,PROD027,Xbox Series X,Entertainment & Gaming,BR01,STF01,Online,2024-04-13,1,81924.92,8192.49,BNPL,No,Yes,No,73732.43,73732.43,4,52,1.12,-4.038771,39.671734
3e31db3e-26ab-42a5-974f-4a2298e3de90,3e31db3e-1,CUST0294,PROD005,HP Pavilion,Mobile & Computing,BR01,STF01,In-Store,2025-03-19,1,97963.46,0.0,Card,Yes,Yes,No,97963.46,97963.46,3,60,1.18,-4.038771,39.671734
3e31db3e-26ab-42a5-974f-4a2298e3de90,3e31db3e-2,CUST0294,PROD015,Lenovo ThinkPad,Mobile & Computing,BR01,STF01,In-Store,2025-03-19,1,114381.68,11438.17,Card,Yes,Yes,No,102943.51,102943.51,3,60,1.18,-4.038771,39.671734
4c35647c-8f5c-49a0-99f4-eb999adbad71,4c35647c-1,CUST0173,PROD049,Logitech MX Master,Mobile & Computing,BR08,STF08,In-Store,2024-06-15,2,15230.5,0.0,Card,Yes,No,No,30461.0,15230.5,6,54,1.1,0.504831,35.263777
4c35647c-8f5c-49a0-99f4-eb999adbad71,4c35647c-2,CUST0173,PROD048,Belkin Wireless Charger,Mobile & Computing,BR08,STF08,In-Store,2024-06-15,3,11577.73,0.0,Card,Yes,No,No,34733.19,11577.730000000001,6,54,1.1,0.504831,35.263777
4c35647c-8f5c-49a0-99f4-eb999adbad71,4c35647c-3,CUST0173,PROD012,Samsung Tab S9,Mobile & Computing,BR08,STF08,In-Store,2024-06-15,1,101269.07,10126.91,Card,Yes,No,Yes,91142.16,91142.16,6,54,1.1,0.504831,35.263777
a27d63cb-208b-47ab-9629-ea82200446aa,a27d63cb-1,CUST0064,PROD019,Garmin Venu 3,Wearables & Accessories,BR01,STF01,Online,2024-11-11,1,66704.82,1334.1,Card,No,No,No,65370.72000000001,65370.72000000001,11,30,1.09,-4.038771,39.671734
a27d63cb-208b-47ab-9629-ea82200446aa,a27d63cb-2,CUST0064,PROD007,AirPods Pro,Wearables & Accessories,BR01,STF01,Online,2024-11-11,1,49659.41,993.19,Card,No,No,No,48666.22,48666.22,11,30,1.09,-4.038771,39.671734
a27d63cb-208b-47ab-9629-ea82200446aa,a27d63cb-3,CUST0064,PROD025,Hisense ULED,Entertainment & Gaming,BR01,STF01,Online,2024-11-11,1,84438.5,0.0,Card,No,No,No,84438.5,84438.5,11,30,1.09,-4.038771,39.671734
a27d63cb-208b-47ab-9629-ea82200446aa,a27d63cb-4,CUST0064,PROD017,Samsung Galaxy Watch,Wearables & Accessories,BR01,STF01,Online,2024-11-11,1,37412.26,0.0,Card,No,No,No,37412.26,37412.26,11,30,1.09,-4.038771,39.671734
a8695137-cc93-41d0-bfda-8aca5fecf207,a8695137-1,CUST0280,PROD019,Garmin Venu 3,Wearables & Accessories,BR01,STF01,Online,2024-09-12,2,66704.82,0.0,Card,Yes,Yes,No,133409.64,66704.82,9,27,1.05,-4.038771,39.671734
a8695137-cc93-41d0-bfda-8aca5fecf207,a8695137-2,CUST0280,PROD018,Fitbit Charge 6,Wearables & Accessories,BR01,STF01,Online,2024-09-12,1,26563.22,531.26,Card,Yes,Yes,No,26031.960000000003,26031.960000000003,9,27,1.05,-4.038771,39.671734
a8695137-cc93-41d0-bfda-8aca5fecf207,a8695137-3,CUST0280,PROD010,Nikon D7500,Entertainment & Gaming,BR01,STF01,Online,2024-09-12,1,159398.92,0.0,Card,Yes,Yes,No,159398.92,159398.92,9,27,1.05,-4.038771,39.671734
60b71c41-712f-4197-8ff8-06f07eb202f9,60b71c41-1,CUST0145,PROD027,Xbox Series X,Entertainment & Gaming,BR08,STF08,B2B,2023-10-17,1,81924.92,0.0,Card,Yes,Yes,No,81924.92,81924.92,10,18,1.07,0.504831,35.263777
60b71c41-712f-4197-8ff8-06f07eb202f9,60b71c41-2,CUST0145,PROD024,TCL 4K Smart TV,Entertainment & Gaming,BR08,STF08,B2B,2023-10-17,1,40693.43,2034.67,Card,Yes,Yes,Yes,38658.76,38658.76,10,18,1.07,0.504831,35.263777
60b71c41-712f-4197-8ff8-06f07eb202f9,60b71c41-3,CUST0145,PROD035,KitchenAid Mixer,Smart Home & Appliances,BR08,STF08,B2B,2023-10-17,3,60586.88,0.0,Card,Yes,Yes,No,181760.63999999998,60586.88,10,18,1.07,0.504831,35.263777
c55a71ec-4898-4f0a-9a78-11f21475b5a6,c55a71ec-1,CUST0200,PROD042,Arlo Pro 4,Smart Home & Appliances,BR05,STF05,B2B,2023-10-09,3,45069.78,0.0,BNPL,Yes,No,No,135209.34,45069.78,10,44,1.07,-1.289311,36.8124
c55a71ec-4898-4f0a-9a78-11f21475b5a6,c55a71ec-2,CUST0200,PROD029,Steam Deck,Entertainment & Gaming,BR05,STF05,B2B,2023-10-09,1,119914.11,0.0,BNPL,Yes,No,No,119914.11,119914.11,10,44,1.07,-1.289311,36.8124
bab7e8a4-4067-49d1-b6a8-c05a7cba59b6,bab7e8a4-1,CUST0296,PROD017,Samsung Galaxy Watch,Wearables & Accessories,BR10,STF10,In-Store,2023-12-25,1,37412.26,0.0,Card,Yes,Yes,Yes,37412.26,37412.26,12,52,1.03,-0.679891,34.563285
bab7e8a4-4067-49d1-b6a8-c05a7cba59b6,bab7e8a4-2,CUST0296,PROD027,Xbox Series X,Entertainment & Gaming,BR10,STF10,In-Store,2023-12-25,1,81924.92,0.0,Card,Yes,Yes,No,81924.92,81924.92,12,52,1.03,-0.679891,34.563285
bab7e8a4-4067-49d1-b6a8-c05a7cba59b6,bab7e8a4-3,CUST0296,PROD030,Asus ROG Ally,Entertainment & Gaming,BR10,STF10,In-Store,2023-12-25,2,150172.56,30034.51,Card,Yes,Yes,No,270310.61,135155.305,12,52,1.03,-0.679891,34.563285
bab7e8a4-4067-49d1-b6a8-c05a7cba59b6,bab7e8a4-4,CUST0296,PROD015,Lenovo ThinkPad,Mobile & Computing,BR10,STF10,In-Store,2023-12-25,3,114381.68,0.0,Card,Yes,Yes,No,343145.04,114381.68,12,52,1.03,-0.679891,34.563285
bab7e8a4-4067-49d1-b6a8-c05a7cba59b6,bab7e8a4-5,CUST0296,PROD038,Sonos One,Entertainment & Gaming,BR10,STF10,In-Store,2023-12-25,2,28149.25,2814.92,Card,Yes,Yes,No,53483.58,26741.79,12,52,1.03,-0.679891,34.563285
8a8b2968-4f60-494c-9963-197ffe0a994e,8a8b2968-1,CUST0151,PROD015,Lenovo ThinkPad,Mobile & Computing,BR01,STF01,In-Store,2024-07-13,2,114381.68,22876.34,Card,No,No,No,205887.02,102943.51,7,25,1.08,-4.038771,39.671734
8a8b2968-4f60-494c-9963-197ffe0a994e,8a8b2968-2,CUST0151,PROD038,Sonos One,Entertainment & Gaming,BR01,STF01,In-Store,2024-07-13,1,28149.25,0.0,Card,No,No,No,28149.25,28149.25,7,25,1.08,-4.038771,39.671734
