journey_id,customer_id,product_id,product_name,stage,stage_date,campaign_name,hashtags,campaign_open,campaign_click,conversion_flag,customer_age
3fc32499-748d-45e2-aac7-83a64987de67,CUST0633,PROD015,Lenovo ThinkPad,Lead,2024-02-02 05:19:00,WorkFromHomeEssentials,#productlove #techdeals #innovate #unboxing,Yes,Yes,No,49
3fc32499-748d-45e2-aac7-83a64987de67,CUST0633,PROD015,Lenovo ThinkPad,Awareness,2024-02-16 14:43:00,WorkFromHomeEssentials,#productlove #techdeals #innovate #unboxing,Yes,Yes,No,49
3fc32499-748d-45e2-aac7-83a64987de67,CUST0633,PROD015,Lenovo ThinkPad,Consideration,2024-02-12 04:20:00,WorkFromHomeEssentials,#productlove #techdeals #innovate #unboxing,Yes,Yes,No,49
3fc32499-748d-45e2-aac7-83a64987de67,CUST0633,PROD015,Lenovo ThinkPad,Purchase,2024-03-06 04:13:00,WorkFromHomeEssentials,#productlove #techdeals #innovate #unboxing,Yes,Yes,Yes,49
3fc32499-748d-45e2-aac7-83a64987de67,CUST0633,PROD015,Lenovo ThinkPad,Service,2024-02-22 13:47:00,WorkFromHomeEssentials,#productlove #techdeals #innovate #unboxing,Yes,Yes,Yes,49
3fc32499-748d-45e2-aac7-83a64987de67,CUST0633,PROD015,Lenovo ThinkPad,Loyalty,2024-03-13 16:26:00,WorkFromHomeEssentials,#productlove #techdeals #innovate #unboxing,Yes,Yes,Yes,49
bac45595-74af-4c61-bf68-b8617f2a361a,CUST0968,PROD014,Asus ROG Laptop,Lead,2024-03-10 13:30:00,HolidayTechSale,#innovate #gadgetreview #productlove,Yes,Yes,No,35
bac45595-74af-4c61-bf68-b8617f2a361a,CUST0968,PROD014,Asus ROG Laptop,Awareness,2024-03-15 22:21:00,HolidayTechSale,#innovate #gadgetreview #productlove,Yes,Yes,No,35
bac45595-74af-4c61-bf68-b8617f2a361a,CUST0968,PROD014,Asus ROG Laptop,Consideration,2024-03-22 03:05:00,HolidayTechSale,#innovate #gadgetreview #productlove,Yes,Yes,No,35
bac45595-74af-4c61-bf68-b8617f2a361a,CUST0968,PROD014,Asus ROG Laptop,Purchase,2024-04-24 05:31:00,HolidayTechSale,#innovate #gadgetreview #productlove,Yes,Yes,No,35
bac45595-74af-4c61-bf68-b8617f2a361a,CUST0968,PROD014,Asus ROG Laptop,Service,2024-04-23 03:12:00,HolidayTechSale,#innovate #gadgetreview #productlove,Yes,Yes,Yes,35
19ee4b15-4ce8-4e32-a702-a7969f019f70,CUST0522,PROD026,PlayStation 5,Lead,2024-04-10 17:57:00,SpringSavings,#productlove #unboxing,Yes,No,No,35
19ee4b15-4ce8-4e32-a702-a7969f019f70,CUST0522,PROD026,PlayStation 5,Awareness,2024-04-16 04:57:00,SpringSavings,#productlove #unboxing,Yes,No,No,35
19ee4b15-4ce8-4e32-a702-a7969f019f70,CUST0522,PROD026,PlayStation 5,Consideration,2024-05-06 08:34:00,SpringSavings,#productlove #unboxing,Yes,No,No,35
19ee4b15-4ce8-4e32-a702-a7969f019f70,CUST0522,PROD026,PlayStation 5,Purchase,2024-05-25 10:45:00,SpringSavings,#productlove #unboxing,Yes,No,Yes,35
19ee4b15-4ce8-4e32-a702-a7969f019f70,CUST0522,PROD026,PlayStation 5,Service,2024-05-20 13:15:00,SpringSavings,#productlove #unboxing,Yes,No,Yes,35
19ee4b15-4ce8-4e32-a702-a7969f019f70,CUST0522,PROD026,PlayStation 5,Loyalty,2024-05-30 22:14:00,SpringSavings,#productlove #unboxing,Yes,No,Yes,35
19ee4b15-4ce8-4e32-a702-a7969f019f70,CUST0522,PROD026,PlayStation 5,Advocacy,2024-05-10 22:26:00,SpringSavings,#productlove #unboxing,Yes,No,Yes,35
37519041-e15a-4ae0-ba98-da27eefcf5b8,CUST0453,PROD034,Instant Pot Duo,Lead,2024-03-27 02:04:00,BackToSchoolTech,#gadgetreview #techdeals,Yes,No,No,23
2f296fe4-a7d4-4b34-b15f-8b169cc2faf3,CUST0206,PROD043,Nest Cam,Lead,2023-11-10 15:52:00,SpringSavings,#smartlife #innovate #gadgetreview,No,No,No,28
2f296fe4-a7d4-4b34-b15f-8b169cc2faf3,CUST0206,PROD043,Nest Cam,Awareness,2023-11-18 18:12:00,SpringSavings,#smartlife #innovate #gadgetreview,No,No,No,28
2f296fe4-a7d4-4b34-b15f-8b169cc2faf3,CUST0206,PROD043,Nest Cam,Consideration,2023-12-06 12:13:00,SpringSavings,#smartlife #innovate #gadgetreview,No,No,No,28
2f296fe4-a7d4-4b34-b15f-8b169cc2faf3,CUST0206,PROD043,Nest Cam,Purchase,2023-11-25 16:43:00,SpringSavings,#smartlife #innovate #gadgetreview,No,No,Yes,28
6155b42c-0fa4-4a0e-8d72-d1c8ec599946,CUST0140,PROD048,Belkin Wireless Charger,Lead,2023-12-25 16:09:00,WorkFromHomeEssentials,#innovate #newtech,Yes,Yes,No,27
6155b42c-0fa4-4a0e-8d72-d1c8ec599946,CUST0140,PROD048,Belkin Wireless Charger,Awareness,2024-01-01 16:04:00,WorkFromHomeEssentials,#innovate #newtech,Yes,Yes,No,27
6155b42c-0fa4-4a0e-8d72-d1c8ec599946,CUST0140,PROD048,Belkin Wireless Charger,Consideration,2024-01-16 23:07:00,WorkFromHomeEssentials,#innovate #newtech,Yes,Yes,No,27
f421f4c4-d596-4655-b7f4-55a63bf72ec6,CUST0694,PROD035,KitchenAid Mixer,Lead,2023-06-18 18:57:00,SpringSavings,#gadgetreview #techdeals,Yes,No,No,70
f421f4c4-d596-4655-b7f4-55a63bf72ec6,CUST0694,PROD035,KitchenAid Mixer,Awareness,2023-06-23 22:00:00,SpringSavings,#gadgetreview #techdeals,Yes,No,No,70
9d694002-dbfb-4014-a573-18e950f891ef,CUST0864,PROD031,Dyson V15 Detect,Lead,2024-07-21 11:02:00,GamingGearLaunch,#newtech #gadgetreview,No,No,No,39
9d694002-dbfb-4014-a573-18e950f891ef,CUST0864,PROD031,Dyson V15 Detect,Awareness,2024-07-27 03:39:00,GamingGearLaunch,#newtech #gadgetreview,No,No,No,39
9d694002-dbfb-4014-a573-18e950f891ef,CUST0864,PROD031,Dyson V15 Detect,Consideration,2024-07-31 10:00:00,GamingGearLaunch,#newtech #gadgetreview,No,No,No,39
9d694002-dbfb-4014-a573-18e950f891ef,CUST0864,PROD031,Dyson V15 Detect,Purchase,2024-08-26 16:13:00,GamingGearLaunch,#newtech #gadgetreview,No,No,Yes,39
2ad0fa8e-f3dc-436b-9281-df9c0a390f9a,CUST0405,PROD039,Echo Dot 5th Gen,Lead,2023-06-22 21:08:00,SpringSavings,#smartlife #productlove,Yes,No,No,30
2ad0fa8e-f3dc-436b-9281-df9c0a390f9a,CUST0405,PROD039,Echo Dot 5th Gen,Awareness,2023-06-28 23:56:00,SpringSavings,#smartlife #productlove,Yes,No,No,30
2ad0fa8e-f3dc-436b-9281-df9c0a390f9a,CUST0405,PROD039,Echo Dot 5th Gen,Consideration,2023-07-16 16:27:00,SpringSavings,#smartlife #productlove,Yes,No,No,30
abc87e2b-3cff-49b0-9a04-31e49eb2e52c,CUST0966,PROD035,KitchenAid Mixer,Lead,2023-02-28 23:03:00,BackToSchoolTech,#productlove #smartlife,No,No,No,48
abc87e2b-3cff-49b0-9a04-31e49eb2e52c,CUST0966,PROD035,KitchenAid Mixer,Awareness,2023-03-07 05:15:00,BackToSchoolTech,#productlove #smartlife,No,No,No,48
abc87e2b-3cff-49b0-9a04-31e49eb2e52c,CUST0966,PROD035,KitchenAid Mixer,Consideration,2023-03-26 18:10:00,BackToSchoolTech,#productlove #smartlife,No,No,No,48
6b09b08d-c32d-4f29-9288-ead9d3264929,CUST0923,PROD019,Garmin Venu 3,Lead,2023-03-16 20:23:00,SpringSavings,#electronics #smartlife #unboxing,No,No,No,41
6b09b08d-c32d-4f29-9288-ead9d3264929,CUST0923,PROD019,Garmin Venu 3,Awareness,2023-03-27 06:29:00,SpringSavings,#electronics #smartlife #unboxing,No,No,No,41
6b09b08d-c32d-4f29-9288-ead9d3264929,CUST0923,PROD019,Garmin Venu 3,Consideration,2023-04-03 15:59:00,SpringSavings,#electronics #smartlife #unboxing,No,No,No,41
6b09b08d-c32d-4f29-9288-ead9d3264929,CUST0923,PROD019,Garmin Venu 3,Purchase,2023-04-18 04:27:00,SpringSavings,#electronics #smartlife #unboxing,No,No,Yes,41
6b09b08d-c32d-4f29-9288-ead9d3264929,CUST0923,PROD019,Garmin Venu 3,Service,2023-05-07 09:46:00,SpringSavings,#electronics #smartlife #unboxing,No,No,Yes,41
6b09b08d-c32d-4f29-9288-ead9d3264929,CUST0923,PROD019,Garmin Venu 3,Loyalty,2023-04-10 23:40:00,SpringSavings,#electronics #smartlife #unboxing,No,No,Yes,41
72eb6c04-6b1f-4676-811c-295d7511bcdc,CUST0511,PROD045,Eufy Security,Lead,2023-02-18 15:16:00,BackToSchoolTech,#productlove #innovate #electronics,Yes,No,No,61
274b9357-4d42-4167-9a58-72bd8fcbcb3c,CUST0664,PROD010,Nikon D7500,Lead,2024-04-03 05:18:00,HolidayTechSale,#innovate #techdeals,Yes,No,No,70
805dac23-bfa6-41e0-834d-03dc846f2862,CUST0873,PROD038,Sonos One,Lead,2024-05-10 10:19:00,HolidayTechSale,#gadgetreview #techdeals #newtech,Yes,Yes,No,39
805dac23-bfa6-41e0-834d-03dc846f2862,CUST0873,PROD038,Sonos One,Awareness,2024-05-17 19:05:00,HolidayTechSale,#gadgetreview #techdeals #newtech,Yes,Yes,No,39
72dbb5d3-305f-4cd6-a525-f8eb56a508e9,CUST0277,PROD028,Nintendo Switch,Lead,2024-05-23 12:01:00,SpringSavings,#electronics #techdeals #smartlife,Yes,Yes,No,74
72dbb5d3-305f-4cd6-a525-f8eb56a508e9,CUST0277,PROD028,Nintendo Switch,Awareness,2024-05-31 16:49:00,SpringSavings,#electronics #techdeals #smartlife,Yes,Yes,No,74
c6989dae-d45d-4707-b709-50439b45547b,CUST0862,PROD050,Razer DeathAdder,Lead,2024-04-02 19:45:00,HolidayTechSale,#gadgetreview #unboxing #electronics,Yes,Yes,No,24
c6989dae-d45d-4707-b709-50439b45547b,CUST0862,PROD050,Razer DeathAdder,Awareness,2024-04-08 20:49:00,HolidayTechSale,#gadgetreview #unboxing #electronics,Yes,Yes,No,24
c6989dae-d45d-4707-b709-50439b45547b,CUST0862,PROD050,Razer DeathAdder,Consideration,2024-04-20 19:03:00,HolidayTechSale,#gadgetreview #unboxing #electronics,Yes,Yes,No,24
da8563d8-a4f4-4675-a928-17b840016745,CUST0895,PROD042,Arlo Pro 4,Lead,2023-02-16 13:46:00,HolidayTechSale,#newtech #electronics #techdeals,Yes,No,No,53
75717fb5-9125-47c9-8dc0-0a894a87da22,CUST0906,PROD035,KitchenAid Mixer,Lead,2023-04-30 03:36:00,BackToSchoolTech,#productlove #unboxing,Yes,No,No,57
8270bd98-01cc-4b27-9efa-9becb414b383,CUST0641,PROD042,Arlo Pro 4,Lead,2023-03-17 06:04:00,HolidayTechSale,#unboxing #productlove,Yes,No,No,28
8270bd98-01cc-4b27-9efa-9becb414b383,CUST0641,PROD042,Arlo Pro 4,Awareness,2023-04-01 15:28:00,HolidayTechSale,#unboxing #productlove,Yes,No,No,28
a4040c64-83a6-484d-80f0-ada20a3f89f5,CUST0001,PROD032,Roomba i7+,Lead,2023-08-20 15:40:00,SpringSavings,#newtech #unboxing,Yes,No,No,43
a4040c64-83a6-484d-80f0-ada20a3f89f5,CUST0001,PROD032,Roomba i7+,Awareness,2023-08-28 03:46:00,SpringSavings,#newtech #unboxing,Yes,No,No,43
a4040c64-83a6-484d-80f0-ada20a3f89f5,CUST0001,PROD032,Roomba i7+,Consideration,2023-08-30 07:56:00,SpringSavings,#newtech #unboxing,Yes,No,No,43
8a6e2437-a308-4bd1-bba8-e028f1929e35,CUST0096,PROD025,Hisense ULED,Lead,2023-07-18 19:40:00,HolidayTechSale,#electronics #techdeals #productlove,Yes,No,No,55
2ea5caf3-b899-4c47-985c-c6c865e7d22e,CUST0681,PROD021,LG OLED TV 55,Lead,2024-07-29 10:27:00,HolidayTechSale,#unboxing #newtech #innovate #gadgetreview,Yes,Yes,No,61
2ea5caf3-b899-4c47-985c-c6c865e7d22e,CUST0681,PROD021,LG OLED TV 55,Awareness,2024-08-03 14:32:00,HolidayTechSale,#unboxing #newtech #innovate #gadgetreview,Yes,Yes,No,61
2ea5caf3-b899-4c47-985c-c6c865e7d22e,CUST0681,PROD021,LG OLED TV 55,Consideration,2024-08-24 10:34:00,HolidayTechSale,#unboxing #newtech #innovate #gadgetreview,Yes,Yes,No,61
2ea5caf3-b899-4c47-985c-c6c865e7d22e,CUST0681,PROD021,LG OLED TV 55,Purchase,2024-08-31 21:06:00,HolidayTechSale,#unboxing #newtech #innovate #gadgetreview,Yes,Yes,No,61
2ea5caf3-b899-4c47-985c-c6c865e7d22e,CUST0681,PROD021,LG OLED TV 55,Service,2024-09-19 19:15:00,HolidayTechSale,#unboxing #newtech #innovate #gadgetreview,Yes,Yes,Yes,61
c2286dcd-3225-48ec-bc8a-290f8c7b4d11,CUST0814,PROD008,JBL Flip 6,Lead,2024-08-01 04:27:00,SpringSavings,#newtech #techdeals,Yes,Yes,No,61
c2286dcd-3225-48ec-bc8a-290f8c7b4d11,CUST0814,PROD008,JBL Flip 6,Awareness,2024-08-11 19:36:00,SpringSavings,#newtech #techdeals,Yes,Yes,No,61
c2286dcd-3225-48ec-bc8a-290f8c7b4d11,CUST0814,PROD008,JBL Flip 6,Consideration,2024-08-19 21:00:00,SpringSavings,#newtech #techdeals,Yes,Yes,No,61
c2286dcd-3225-48ec-bc8a-290f8c7b4d11,CUST0814,PROD008,JBL Flip 6,Purchase,2024-09-15 03:09:00,SpringSavings,#newtech #techdeals,Yes,Yes,Yes,61
c2286dcd-3225-48ec-bc8a-290f8c7b4d11,CUST0814,PROD008,JBL Flip 6,Service,2024-08-25 13:25:00,SpringSavings,#newtech #techdeals,Yes,Yes,Yes,61
c988dfb1-f8fc-4ec3-a81c-c651b5f95b89,CUST0039,PROD014,Asus ROG Laptop,Lead,2023-08-14 16:32:00,SpringSavings,#electronics #smartlife #unboxing,Yes,No,No,45
c988dfb1-f8fc-4ec3-a81c-c651b5f95b89,CUST0039,PROD014,Asus ROG Laptop,Awareness,2023-08-24 13:45:00,SpringSavings,#electronics #smartlife #unboxing,Yes,No,No,45
c988dfb1-f8fc-4ec3-a81c-c651b5f95b89,CUST0039,PROD014,Asus ROG Laptop,Consideration,2023-09-03 06:41:00,SpringSavings,#electronics #smartlife #unboxing,Yes,No,No,45
c988dfb1-f8fc-4ec3-a81c-c651b5f95b89,CUST0039,PROD014,Asus ROG Laptop,Purchase,2023-09-01 04:13:00,SpringSavings,#electronics #smartlife #unboxing,Yes,No,Yes,45
c988dfb1-f8fc-4ec3-a81c-c651b5f95b89,CUST0039,PROD014,Asus ROG Laptop,Service,2023-09-23 15:30:00,SpringSavings,#electronics #smartlife #unboxing,Yes,No,Yes,45
c988dfb1-f8fc-4ec3-a81c-c651b5f95b89,CUST0039,PROD014,Asus ROG Laptop,Loyalty,2023-10-03 23:55:00,SpringSavings,#electronics #smartlife #unboxing,Yes,No,Yes,45
c988dfb1-f8fc-4ec3-a81c-c651b5f95b89,CUST0039,PROD014,Asus ROG Laptop,Advocacy,2023-09-13 03:16:00,SpringSavings,#electronics #smartlife #unboxing,Yes,No,Yes,45
dedcfd14-7d0e-412e-9dc0-a71a92ede7c4,CUST0696,PROD045,Eufy Security,Lead,2023-10-02 18:54:00,GamingGearLaunch,#smartlife #unboxing #innovate #productlove,Yes,Yes,No,62
b80076dc-1930-4d20-85b6-d6394d718257,CUST0855,PROD029,Steam Deck,Lead,2024-05-20 11:40:00,HolidayTechSale,#productlove #newtech,No,No,No,30
50fa7cab-aad9-435d-857f-6014a4dce1b7,CUST0884,PROD037,Marshall Acton,Lead,2023-05-23 15:11:00,GamingGearLaunch,#innovate #unboxing #smartlife,No,No,No,34
50fa7cab-aad9-435d-857f-6014a4dce1b7,CUST0884,PROD037,Marshall Acton,Awareness,2023-06-04 15:41:00,GamingGearLaunch,#innovate #unboxing #smartlife,No,No,No,34
50fa7cab-aad9-435d-857f-6014a4dce1b7,CUST0884,PROD037,Marshall Acton,Consideration,2023-06-02 20:05:00,GamingGearLaunch,#innovate #unboxing #smartlife,No,No,No,34
50fa7cab-aad9-435d-857f-6014a4dce1b7,CUST0884,PROD037,Marshall Acton,Purchase,2023-06-22 11:39:00,GamingGearLaunch,#innovate #unboxing #smartlife,No,No,Yes,34
50fa7cab-aad9-435d-857f-6014a4dce1b7,CUST0884,PROD037,Marshall Acton,Service,2023-06-12 21:20:00,GamingGearLaunch,#innovate #unboxing #smartlife,No,No,Yes,34
a3074deb-374e-49ea-9c8b-4bb60bb8b5c0,CUST0205,PROD049,Logitech MX Master,Lead,2024-05-18 07:02:00,WorkFromHomeEssentials,#electronics #productlove #smartlife,Yes,No,No,36
a3074deb-374e-49ea-9c8b-4bb60bb8b5c0,CUST0205,PROD049,Logitech MX Master,Awareness,2024-05-29 14:31:00,WorkFromHomeEssentials,#electronics #productlove #smartlife,Yes,No,No,36
2e15d073-c044-4670-b5e4-0d76da50e42c,CUST0682,PROD009,Canon EOS R6,Lead,2023-01-26 15:57:00,BackToSchoolTech,#smartlife #gadgetreview,Yes,No,No,45
2e15d073-c044-4670-b5e4-0d76da50e42c,CUST0682,PROD009,Canon EOS R6,Awareness,2023-02-09 13:36:00,BackToSchoolTech,#smartlife #gadgetreview,Yes,No,No,45
2e15d073-c044-4670-b5e4-0d76da50e42c,CUST0682,PROD009,Canon EOS R6,Consideration,2023-02-07 07:48:00,BackToSchoolTech,#smartlife #gadgetreview,Yes,No,No,45
5629745d-2de3-4fc3-b105-473baf6a90ff,CUST0396,PROD004,Dell XPS 13,Lead,2024-07-31 00:25:00,GamingGearLaunch,#productlove #gadgetreview,Yes,Yes,No,18
5629745d-2de3-4fc3-b105-473baf6a90ff,CUST0396,PROD004,Dell XPS 13,Awareness,2024-08-12 06:12:00,GamingGearLaunch,#productlove #gadgetreview,Yes,Yes,No,18
5629745d-2de3-4fc3-b105-473baf6a90ff,CUST0396,PROD004,Dell XPS 13,Consideration,2024-08-12 12:30:00,GamingGearLaunch,#productlove #gadgetreview,Yes,Yes,No,18
89c6eec3-14aa-402d-8520-82aa9e8b0a23,CUST0886,PROD005,HP Pavilion,Lead,2024-08-14 07:47:00,BackToSchoolTech,#smartlife #productlove #electronics,Yes,No,No,67
89c6eec3-14aa-402d-8520-82aa9e8b0a23,CUST0886,PROD005,HP Pavilion,Awareness,2024-08-21 16:38:00,BackToSchoolTech,#smartlife #productlove #electronics,Yes,No,No,67
89c6eec3-14aa-402d-8520-82aa9e8b0a23,CUST0886,PROD005,HP Pavilion,Consideration,2024-08-26 22:43:00,BackToSchoolTech,#smartlife #productlove #electronics,Yes,No,No,67
89c6eec3-14aa-402d-8520-82aa9e8b0a23,CUST0886,PROD005,HP Pavilion,Purchase,2024-09-22 06:46:00,BackToSchoolTech,#smartlife #productlove #electronics,Yes,No,Yes,67
89c6eec3-14aa-402d-8520-82aa9e8b0a23,CUST0886,PROD005,HP Pavilion,Service,2024-10-05 23:39:00,BackToSchoolTech,#smartlife #productlove #electronics,Yes,No,Yes,67
2958f7e1-3ab4-4ff6-9185-da65ec6b756a,CUST0731,PROD022,Samsung QLED 65,Lead,2023-07-11 21:16:00,WorkFromHomeEssentials,#gadgetreview #unboxing #smartlife,Yes,Yes,No,73
2958f7e1-3ab4-4ff6-9185-da65ec6b756a,CUST0731,PROD022,Samsung QLED 65,Awareness,2023-07-21 04:16:00,WorkFromHomeEssentials,#gadgetreview #unboxing #smartlife,Yes,Yes,No,73
2958f7e1-3ab4-4ff6-9185-da65ec6b756a,CUST0731,PROD022,Samsung QLED 65,Consideration,2023-07-23 12:04:00,WorkFromHomeEssentials,#gadgetreview #unboxing #smartlife,Yes,Yes,No,73
2958f7e1-3ab4-4ff6-9185-da65ec6b756a,CUST0731,PROD022,Samsung QLED 65,Purchase,2023-08-13 12:48:00,WorkFromHomeEssentials,#gadgetreview #unboxing #smartlife,Yes,Yes,Yes,73
2958f7e1-3ab4-4ff6-9185-da65ec6b756a,CUST0731,PROD022,Samsung QLED 65,Service,2023-08-28 05:50:00,WorkFromHomeEssentials,#gadgetreview #unboxing #smartlife,Yes,Yes,Yes,73
29a32e5f-7142-46dc-b5de-a7d6e83674af,CUST0241,PROD037,Marshall Acton,Lead,2024-01-03 08:33:00,HolidayTechSale,#techdeals #gadgetreview #unboxing,No,No,No,72
bbdc1fc9-b30e-4642-ada6-fbb85c82e980,CUST0241,PROD010,Nikon D7500,Lead,2024-03-19 13:34:00,WorkFromHomeEssentials,#productlove #gadgetreview,Yes,No,No,72
bbdc1fc9-b30e-4642-ada6-fbb85c82e980,CUST0241,PROD010,Nikon D7500,Awareness,2024-04-03 18:51:00,WorkFromHomeEssentials,#productlove #gadgetreview,Yes,No,No,72
b1b6b2d0-adee-4fec-b5e3-498eebaec5e0,CUST0149,PROD026,PlayStation 5,Lead,2024-01-05 11:57:00,WorkFromHomeEssentials,#unboxing #innovate #gadgetreview #smartlife,Yes,No,No,22
b1b6b2d0-adee-4fec-b5e3-498eebaec5e0,CUST0149,PROD026,PlayStation 5,Awareness,2024-01-17 03:43:00,WorkFromHomeEssentials,#unboxing #innovate #gadgetreview #smartlife,Yes,No,No,22
b46cc72d-15fa-4b7c-87c6-5f7f94e07e8f,CUST0654,PROD047,Anker PowerBank,Lead,2023-07-27 06:04:00,WorkFromHomeEssentials,#electronics #newtech #gadgetreview #productlove,Yes,Yes,No,55
48e325c2-fb8b-4c17-bcc3-ad82443be68a,CUST0001,PROD016,Apple Watch Series 9,Lead,2023-08-04 02:51:00,WorkFromHomeEssentials,#productlove #smartlife,Yes,Yes,No,43
48e325c2-fb8b-4c17-bcc3-ad82443be68a,CUST0001,PROD016,Apple Watch Series 9,Awareness,2023-08-12 03:27:00,WorkFromHomeEssentials,#productlove #smartlife,Yes,Yes,No,43
b2415c40-38ae-4b6c-b806-d1969a489afb,CUST0947,PROD039,Echo Dot 5th Gen,Lead,2023-04-30 07:10:00,WorkFromHomeEssentials,#productlove #techdeals,Yes,Yes,No,39
b2415c40-38ae-4b6c-b806-d1969a489afb,CUST0947,PROD039,Echo Dot 5th Gen,Awareness,2023-05-06 17:49:00,WorkFromHomeEssentials,#productlove #techdeals,Yes,Yes,No,39
b2415c40-38ae-4b6c-b806-d1969a489afb,CUST0947,PROD039,Echo Dot 5th Gen,Consideration,2023-05-30 11:09:00,WorkFromHomeEssentials,#productlove #techdeals,Yes,Yes,No,39
b2415c40-38ae-4b6c-b806-d1969a489afb,CUST0947,PROD039,Echo Dot 5th Gen,Purchase,2023-06-08 14:51:00,WorkFromHomeEssentials,#productlove #techdeals,Yes,Yes,Yes,39
b2415c40-38ae-4b6c-b806-d1969a489afb,CUST0947,PROD039,Echo Dot 5th Gen,Service,2023-06-13 21:15:00,WorkFromHomeEssentials,#productlove #techdeals,Yes,Yes,Yes,39
b2415c40-38ae-4b6c-b806-d1969a489afb,CUST0947,PROD039,Echo Dot 5th Gen,Loyalty,2023-07-04 04:21:00,WorkFromHomeEssentials,#productlove #techdeals,Yes,Yes,Yes,39
ea0adcd1-d17b-4585-8aee-2aa56f827699,CUST0207,PROD050,Razer DeathAdder,Lead,2023-02-05 23:34:00,WorkFromHomeEssentials,#smartlife #electronics #innovate,Yes,Yes,No,21
be9d8c6e-ae97-487e-91c2-0ceee3efda0d,CUST0642,PROD018,Fitbit Charge 6,Lead,2023-01-15 08:24:00,WorkFromHomeEssentials,#electronics #productlove #smartlife,Yes,No,No,52
be9d8c6e-ae97-487e-91c2-0ceee3efda0d,CUST0642,PROD018,Fitbit Charge 6,Awareness,2023-01-23 05:59:00,WorkFromHomeEssentials,#electronics #productlove #smartlife,Yes,No,No,52
be9d8c6e-ae97-487e-91c2-0ceee3efda0d,CUST0642,PROD018,Fitbit Charge 6,Consideration,2023-01-31 13:30:00,WorkFromHomeEssentials,#electronics #productlove #smartlife,Yes,No,No,52
be9d8c6e-ae97-487e-91c2-0ceee3efda0d,CUST0642,PROD018,Fitbit Charge 6,Purchase,2023-01-30 11:15:00,WorkFromHomeEssentials,#electronics #productlove #smartlife,Yes,No,No,52
be9d8c6e-ae97-487e-91c2-0ceee3efda0d,CUST0642,PROD018,Fitbit Charge 6,Service,2023-03-16 03:44:00,WorkFromHomeEssentials,#electronics #productlove #smartlife,Yes,No,Yes,52
80a7a893-0a4b-43fe-befe-c019f5351827,CUST0020,PROD022,Samsung QLED 65,Lead,2023-04-28 14:45:00,GamingGearLaunch,#productlove #gadgetreview,Yes,No,No,23
80a7a893-0a4b-43fe-befe-c019f5351827,CUST0020,PROD022,Samsung QLED 65,Awareness,2023-05-08 10:43:00,GamingGearLaunch,#productlove #gadgetreview,Yes,No,No,23
80a7a893-0a4b-43fe-befe-c019f5351827,CUST0020,PROD022,Samsung QLED 65,Consideration,2023-05-10 09:24:00,GamingGearLaunch,#productlove #gadgetreview,Yes,No,No,23
9d4ced22-8d32-4de0-8b8c-323a8def2251,CUST0655,PROD037,Marshall Acton,Lead,2023-02-15 06:46:00,WorkFromHomeEssentials,#unboxing #innovate,Yes,No,No,68
9d4ced22-8d32-4de0-8b8c-323a8def2251,CUST0655,PROD037,Marshall Acton,Awareness,2023-02-21 06:14:00,WorkFromHomeEssentials,#unboxing #innovate,Yes,No,No,68
